Date,Country,City,Specie,Count,Min,Max,Medain,Varience
27-02-2020,IN,Kolkata,pm25,260,53,194,117,12626.8
27-02-2020,IN,Kolkata,pressure,261,1007.5,1016,1010.9,27.32
27-02-2020,IN,Kolkata,co,216,0.4,25,4.8,189.79
27-02-2020,IN,Kolkata,pm10,236,24,146,62,7169.47
27-02-2020,IN,Kolkata,o3,236,0.9,157.1,9.8,2610.92
27-02-2020,IN,Kolkata,so2,235,0.4,60.2,5.2,496.7
27-02-2020,IN,Kolkata,humidity,261,42.6,98.8,71.1,2483.78
28-02-2020,IN,Kolkata,temperature,264,17,27.8,22,109.44
28-02-2020,IN,Kolkata,wind speed,255,0,4.5,0.5,11.27
28-02-2020,IN,Kolkata,no2,238,2.6,61.5,18.7,1580.34
28-02-2020,IN,Kolkata,dew,228,16,18,16.5,4.11
28-02-2020,IN,Kolkata,pm25,261,39,356,158,8875.06
28-02-2020,IN,Kolkata,pressure,264,1007.3,1015.5,1010.3,28.67
28-02-2020,IN,Kolkata,co,206,0.1,34.1,5,278.75
28-02-2020,IN,Kolkata,pm10,238,2,454,89,18241.5
28-02-2020,IN,Kolkata,o3,238,1.1,66.8,12.7,2330.64
28-02-2020,IN,Kolkata,so2,238,1.1,76.9,5.4,575.79
28-02-2020,IN,Kolkata,humidity,264,36.4,98,66.7,2546.41
29-02-2020,IN,Kolkata,temperature,264,16.5,29.1,22.7,154.56
29-02-2020,IN,Kolkata,wind speed,256,0,3.6,0.4,8.3
29-02-2020,IN,Kolkata,no2,237,1.7,93,23.9,2440.53
29-02-2020,IN,Kolkata,dew,246,14,16.5,15.5,4.6
29-02-2020,IN,Kolkata,pm25,261,54,296,157,9707.97
29-02-2020,IN,Kolkata,pressure,264,1005.8,1014,1008.9,27.17
29-02-2020,IN,Kolkata,co,214,0.6,43.3,6.5,699.44
29-02-2020,IN,Kolkata,pm10,237,10,490,90,20363.6
29-02-2020,IN,Kolkata,o3,237,0.8,192.3,9.1,4717.5
29-02-2020,IN,Kolkata,so2,236,0.2,76.3,6.3,853.4
29-02-2020,IN,Kolkata,humidity,264,31.9,99,59.7,3116.8
01-03-2020,IN,Kolkata,temperature,264,17.9,30,24,143.65
01-03-2020,IN,Kolkata,wind speed,252,0,3.5,0.4,8.04
01-03-2020,IN,Kolkata,no2,240,6.3,82.2,24.5,2617.73
01-03-2020,IN,Kolkata,dew,210,16,19,17,8.18
01-03-2020,IN,Kolkata,pm25,264,109,249,167,4599.81
01-03-2020,IN,Kolkata,pressure,264,1005.5,1014.5,1008.8,33.15
01-03-2020,IN,Kolkata,co,240,1.5,41.2,7.2,658.34
01-03-2020,IN,Kolkata,pm10,240,67,295,106,11504.4
01-03-2020,IN,Kolkata,o3,240,0.4,89.6,7.7,4807.15
01-03-2020,IN,Kolkata,so2,239,0.2,61.3,6.6,754.45
01-03-2020,IN,Kolkata,humidity,264,35.9,99,64.8,3190.37
02-03-2020,IN,Kolkata,temperature,264,18.9,31,26,159.14
02-03-2020,IN,Kolkata,wind speed,254,0,3.9,0.3,8.29
02-03-2020,IN,Kolkata,no2,240,3.6,78.6,22.1,2449.29
02-03-2020,IN,Kolkata,dew,192,18,21,20,12.61
02-03-2020,IN,Kolkata,pm25,262,3,275,170,10766.5
02-03-2020,IN,Kolkata,pressure,264,1004.9,1014,1008.1,35.26
02-03-2020,IN,Kolkata,co,240,1.6,37.8,7.9,414.45
02-03-2020,IN,Kolkata,pm10,240,2,478,109,26949.4
02-03-2020,IN,Kolkata,o3,240,0.6,115.9,8.7,4028.52
02-03-2020,IN,Kolkata,so2,239,1.8,66.8,7.3,1498.3
02-03-2020,IN,Kolkata,humidity,264,36.7,99,64.4,2976.81
03-03-2020,IN,Kolkata,temperature,23,22.3,24.5,24,4.4
03-03-2020,IN,Kolkata,wind speed,23,0,3.8,0.3,13.64
03-03-2020,IN,Kolkata,no2,78,4.6,52.1,16.8,1471.01
03-03-2020,IN,Kolkata,dew,21,18,19,18,2.62
03-03-2020,IN,Kolkata,pm25,85,95,185,155,4990.15
03-03-2020,IN,Kolkata,pressure,23,1006.2,1010.5,1007.2,11.93
03-03-2020,IN,Kolkata,co,78,2.2,21.5,5.6,188.56
03-03-2020,IN,Kolkata,pm10,78,56,155,75,5253.96
03-03-2020,IN,Kolkata,o3,72,1.4,36.6,8.7,645.46
03-03-2020,IN,Kolkata,so2,76,0.4,13.8,3.4,109.93
03-03-2020,IN,Kolkata,humidity,23,63.3,86.6,71.6,417.53
04-03-2020,IN,Kolkata,temperature,60,20,26,21.3,45.55
04-03-2020,IN,Kolkata,wind speed,62,0.1,6.6,0.7,22.7
04-03-2020,IN,Kolkata,no2,240,1.6,43,13.6,828.85
04-03-2020,IN,Kolkata,dew,71,17,21,19.5,23.68
04-03-2020,IN,Kolkata,pm25,264,2,175,134,7725.87
04-03-2020,IN,Kolkata,pressure,61,1004,1013,1008.6,35.01
04-03-2020,IN,Kolkata,co,240,1.6,26.3,4.5,129.86
04-03-2020,IN,Kolkata,pm10,240,1,172,65,3244.17
04-03-2020,IN,Kolkata,o3,232,0.8,148.8,12.5,2420.56
04-03-2020,IN,Kolkata,so2,240,0.1,83.9,6.3,1092.24
04-03-2020,IN,Kolkata,humidity,61,62.4,88.3,73.2,328.74
05-03-2020,IN,Kolkata,temperature,264,17.5,29.1,21.1,104.14
05-03-2020,IN,Kolkata,wind speed,261,0,5.4,0.7,13.1
05-03-2020,IN,Kolkata,no2,239,0.1,42.8,16.3,827.42
05-03-2020,IN,Kolkata,dew,210,16.5,20,19,12.52
05-03-2020,IN,Kolkata,pm25,260,23,171,97,6699.79
05-03-2020,IN,Kolkata,pressure,263,1004.4,1014,1008,37.88
05-03-2020,IN,Kolkata,co,239,1,25.1,4.6,196
05-03-2020,IN,Kolkata,pm10,238,2,165,57,4041.14
05-03-2020,IN,Kolkata,o3,239,0.1,99.3,8.6,1522.25
05-03-2020,IN,Kolkata,so2,238,0.5,116.4,5,1572.98
05-03-2020,IN,Kolkata,humidity,263,43.9,99,80.9,2222.42
06-03-2020,IN,Kolkata,temperature,264,20,28.7,24,73.86
06-03-2020,IN,Kolkata,wind speed,258,0,5.9,0.7,12.33
06-03-2020,IN,Kolkata,no2,236,2.4,49.1,14.1,610.92
06-03-2020,IN,Kolkata,dew,201,19,23,21,11.82
06-03-2020,IN,Kolkata,pm25,262,19,157,102,7725.03
06-03-2020,IN,Kolkata,pressure,264,1006.2,1014,1009.2,32.36
06-03-2020,IN,Kolkata,co,240,1.5,32.8,4.7,201.18
06-03-2020,IN,Kolkata,pm10,239,15,107,60,2969.28
06-03-2020,IN,Kolkata,o3,237,0.1,139.3,7.2,2293.66
06-03-2020,IN,Kolkata,so2,240,0.1,53.1,4.6,462.29
06-03-2020,IN,Kolkata,humidity,264,41.3,99,83.2,2479.4
07-03-2020,IN,Kolkata,temperature,264,19,27,22.5,38.5
07-03-2020,IN,Kolkata,wind speed,261,0,4.2,0.6,10.63
07-03-2020,IN,Kolkata,no2,240,3.2,31.6,12.3,474.11
07-03-2020,IN,Kolkata,dew,264,19,23,21,13.38
07-03-2020,IN,Kolkata,pm25,264,45,155,97,7828.47
07-03-2020,IN,Kolkata,pressure,264,1002.4,1016,1010.4,42.73
07-03-2020,IN,Kolkata,co,240,1.4,23.5,5,157.32
07-03-2020,IN,Kolkata,pm10,240,2,93,53,3247.14
07-03-2020,IN,Kolkata,o3,240,0.7,37.7,9.1,526.12
07-03-2020,IN,Kolkata,so2,240,0.5,30.8,3.7,200.24
07-03-2020,IN,Kolkata,humidity,264,61,100,90.5,1019.92
08-03-2020,IN,Kolkata,temperature,264,17.1,30.7,24,77.4
08-03-2020,IN,Kolkata,wind speed,259,0,5.5,0.5,13.8
08-03-2020,IN,Kolkata,no2,240,3.4,71.6,12.6,1687.23
08-03-2020,IN,Kolkata,dew,255,18.5,22,21,7.23
08-03-2020,IN,Kolkata,pm25,264,53,241,95,14791.6
08-03-2020,IN,Kolkata,pressure,264,1005.2,1014,1008.5,36.15
08-03-2020,IN,Kolkata,co,240,1,37.4,4.3,443.74
08-03-2020,IN,Kolkata,pm10,240,16,299,55,10805.6
08-03-2020,IN,Kolkata,o3,240,0.1,60.1,7.6,1605.01
08-03-2020,IN,Kolkata,so2,239,0.1,33.9,4.4,279.69
08-03-2020,IN,Kolkata,humidity,264,39.9,99,78.7,2862.99
09-03-2020,IN,Kolkata,temperature,264,18.5,29.7,23.5,107.61
09-03-2020,IN,Kolkata,wind speed,257,0,4.4,0.4,9.21
09-03-2020,IN,Kolkata,no2,240,3.5,55.6,13.9,1433.01
09-03-2020,IN,Kolkata,dew,246,15,17.5,16,4.66
09-03-2020,IN,Kolkata,pm25,264,68,259,138,11943
09-03-2020,IN,Kolkata,pressure,262,1005,1014,1008.3,32.93
09-03-2020,IN,Kolkata,co,238,0.2,34.3,4.3,349.4
09-03-2020,IN,Kolkata,pm10,240,17,355,72,14606.2
09-03-2020,IN,Kolkata,o3,239,0.8,84.5,12,3831.23
09-03-2020,IN,Kolkata,so2,238,0.1,35.6,5.1,268.28
09-03-2020,IN,Kolkata,humidity,264,33.8,99,58,3063.74
10-03-2020,IN,Kolkata,temperature,264,17.9,30.5,25,168.31
10-03-2020,IN,Kolkata,wind speed,253,0,3.5,0.4,5.94
10-03-2020,IN,Kolkata,no2,237,1.8,66.1,15,1425.96
10-03-2020,IN,Kolkata,dew,201,15,17,16,3.92
10-03-2020,IN,Kolkata,pm25,261,1,210,155,12030.4
10-03-2020,IN,Kolkata,pressure,264,1004.9,1014,1008.1,35
10-03-2020,IN,Kolkata,co,237,1.2,25.5,5.9,244.75
10-03-2020,IN,Kolkata,pm10,237,1,145,83,6465.05
10-03-2020,IN,Kolkata,o3,237,0.9,200.4,15.8,7324.51
10-03-2020,IN,Kolkata,so2,237,0.3,52.5,6,503.63
10-03-2020,IN,Kolkata,humidity,264,28.9,97.7,56.9,3515.58
11-03-2020,IN,Kolkata,temperature,264,21.5,32.5,25.5,95.65
11-03-2020,IN,Kolkata,wind speed,258,0,3.7,0.4,6.03
11-03-2020,IN,Kolkata,no2,238,3.4,52.3,13.6,986.25
11-03-2020,IN,Kolkata,dew,246,17,23,20.5,43.07
11-03-2020,IN,Kolkata,pm25,260,35,177,148,4656.22
11-03-2020,IN,Kolkata,pressure,261,1005.6,1013,1008.1,26.33
11-03-2020,IN,Kolkata,co,237,0.8,30.6,4.7,217.76
11-03-2020,IN,Kolkata,pm10,236,19,131,75,3064.45
11-03-2020,IN,Kolkata,o3,237,2.1,124.1,18,4203.68
11-03-2020,IN,Kolkata,so2,235,0.8,54.4,6.7,416.93
11-03-2020,IN,Kolkata,humidity,264,36.7,99,59.7,3354.67
12-03-2020,IN,Kolkata,temperature,264,21.9,32,27,119.25
12-03-2020,IN,Kolkata,wind speed,260,0,4.2,0.5,7.33
12-03-2020,IN,Kolkata,no2,238,3.5,45.5,15.6,882.63
12-03-2020,IN,Kolkata,dew,183,18.5,24,20,53.96
12-03-2020,IN,Kolkata,pm25,262,2,174,152,5758.19
12-03-2020,IN,Kolkata,pressure,264,1007.1,1015,1009.8,28.36
12-03-2020,IN,Kolkata,co,238,1.8,43.5,5,241.93
12-03-2020,IN,Kolkata,pm10,238,1,144,79,3342.9
12-03-2020,IN,Kolkata,o3,238,0.1,186.3,11.1,2783.8
12-03-2020,IN,Kolkata,so2,238,0.1,70.9,6.7,778.64
12-03-2020,IN,Kolkata,humidity,264,43.3,99,70.8,1674.87
13-03-2020,IN,Kolkata,temperature,264,21.1,34,29,161.55
13-03-2020,IN,Kolkata,wind speed,257,0,4.1,0.4,6.53
13-03-2020,IN,Kolkata,no2,239,3.4,63.8,16.4,1645.18
13-03-2020,IN,Kolkata,dew,264,20.5,25,22.5,14.2
13-03-2020,IN,Kolkata,pm25,262,34,189,151,6313.2
13-03-2020,IN,Kolkata,pressure,264,1006.2,1015.5,1010,35.96
13-03-2020,IN,Kolkata,co,239,2.4,37.2,5.4,237.09
13-03-2020,IN,Kolkata,pm10,238,17,167,76,4201.53
13-03-2020,IN,Kolkata,o3,239,0.1,109.5,9.2,4658.32
13-03-2020,IN,Kolkata,so2,239,0.2,45.9,6.6,458.86
13-03-2020,IN,Kolkata,humidity,264,38.4,100,64.3,3257.11
14-03-2020,IN,Kolkata,temperature,264,19,31.3,24.5,104.06
14-03-2020,IN,Kolkata,wind speed,249,0.1,7.7,1.4,22.12
14-03-2020,IN,Kolkata,no2,220,0.1,29.2,10.8,295.14
14-03-2020,IN,Kolkata,dew,237,16,21.5,20,36.18
14-03-2020,IN,Kolkata,pm25,247,1,186,123,19115.2
14-03-2020,IN,Kolkata,pressure,237,1007.2,1015,1010.4,30.11
14-03-2020,IN,Kolkata,co,223,1.2,21.8,3.7,109.14
14-03-2020,IN,Kolkata,pm10,223,1,156,71,5197.09
14-03-2020,IN,Kolkata,o3,223,3.9,56.6,22.3,1159.44
14-03-2020,IN,Kolkata,so2,222,0.2,56.3,5.1,277.01
14-03-2020,IN,Kolkata,humidity,249,40,88,61.8,1027.66
15-03-2020,IN,Kolkata,temperature,264,18,30.8,24,155.02
15-03-2020,IN,Kolkata,wind speed,237,0,5.1,0.7,13.89
15-03-2020,IN,Kolkata,no2,216,0.3,40.2,11.2,820.79
15-03-2020,IN,Kolkata,dew,255,16,21,19,26.69
15-03-2020,IN,Kolkata,pm25,240,28,162,75,4467.14
15-03-2020,IN,Kolkata,pressure,240,1006.4,1015.5,1009.7,38.15
15-03-2020,IN,Kolkata,co,216,1.6,22.2,3.5,130.77
15-03-2020,IN,Kolkata,pm10,216,25,129,47,1906.2
15-03-2020,IN,Kolkata,o3,216,1,66.1,14.4,1871.27
15-03-2020,IN,Kolkata,so2,215,0.5,51.7,7.3,402.56
15-03-2020,IN,Kolkata,humidity,240,40.1,95.7,66.2,1985.78
16-03-2020,IN,Kolkata,temperature,264,20.8,31.4,25.8,95.58
16-03-2020,IN,Kolkata,wind speed,249,0,3.9,0.4,9.81
16-03-2020,IN,Kolkata,no2,228,0.4,57.1,15.8,1536.97
16-03-2020,IN,Kolkata,dew,174,18.5,22,20.5,15.17
16-03-2020,IN,Kolkata,pm25,246,30,179,150,7182.29
16-03-2020,IN,Kolkata,pressure,253,1007,1015.5,1009.8,31
16-03-2020,IN,Kolkata,co,228,1.5,62.6,6.3,370.3
16-03-2020,IN,Kolkata,pm10,222,10,154,79,4112.02
16-03-2020,IN,Kolkata,o3,228,0.1,206.8,11.6,5621.48
16-03-2020,IN,Kolkata,so2,228,0.4,56.7,8,964.68
16-03-2020,IN,Kolkata,humidity,253,43.8,95.8,66.8,1568.05
17-03-2020,IN,Kolkata,temperature,263,22.8,31.6,26.5,81.58
17-03-2020,IN,Kolkata,wind speed,256,0,4.4,0.5,9.67
17-03-2020,IN,Kolkata,no2,235,2.5,64,13.7,1784.86
17-03-2020,IN,Kolkata,dew,201,17,22,20,13.99
17-03-2020,IN,Kolkata,pm25,259,74,999,152,88428.6
17-03-2020,IN,Kolkata,pressure,263,1007.5,1016,1010.4,36.19
17-03-2020,IN,Kolkata,co,235,0.5,36.8,5.3,301.43
17-03-2020,IN,Kolkata,pm10,235,52,157,80,3742.51
17-03-2020,IN,Kolkata,o3,235,0.1,171.7,14.6,5252.67
17-03-2020,IN,Kolkata,so2,235,0.1,49.6,5.5,176.44
17-03-2020,IN,Kolkata,humidity,263,35.8,92.1,57.8,2559.62
18-03-2020,IN,Kolkata,temperature,264,21,32,25.5,113.67
18-03-2020,IN,Kolkata,wind speed,255,0,6.3,0.5,15.01
18-03-2020,IN,Kolkata,no2,237,0.3,78.6,14.8,2909.37
18-03-2020,IN,Kolkata,dew,228,18,22,19,12.31
18-03-2020,IN,Kolkata,pm25,261,44,514,160,11473.7
18-03-2020,IN,Kolkata,pressure,264,1004.1,1015,1009,40.98
18-03-2020,IN,Kolkata,co,237,1.8,33.6,5.7,357.94
18-03-2020,IN,Kolkata,pm10,237,15,999,94,76368.2
18-03-2020,IN,Kolkata,o3,226,0.3,177.9,12.6,5717.28
18-03-2020,IN,Kolkata,so2,234,1,54.9,7.6,639.75
18-03-2020,IN,Kolkata,humidity,264,31,92.4,54.4,2410.58
19-03-2020,IN,Kolkata,temperature,264,19.9,33,27.5,184.58
19-03-2020,IN,Kolkata,wind speed,247,0,6.4,0.3,8.34
19-03-2020,IN,Kolkata,no2,235,1.9,88.5,17.8,3056.42
19-03-2020,IN,Kolkata,dew,255,14,21,17.5,36.43
19-03-2020,IN,Kolkata,pm25,259,10,205,164,7238.68
19-03-2020,IN,Kolkata,pressure,257,1004.4,1014,1008.1,42.08
19-03-2020,IN,Kolkata,co,235,1.2,30,6.3,254.03
19-03-2020,IN,Kolkata,pm10,234,1,999,97,77484.2
19-03-2020,IN,Kolkata,o3,211,0.3,133.7,15.5,8419.18
19-03-2020,IN,Kolkata,so2,234,0.1,55.3,8.7,731.47
19-03-2020,IN,Kolkata,humidity,259,18.4,94.9,52,3778.42
20-03-2020,IN,Kolkata,temperature,264,21.5,32,26,129.51
20-03-2020,IN,Kolkata,wind speed,259,0,4.6,0.7,12.34
20-03-2020,IN,Kolkata,no2,239,0.2,102.5,12.3,2370.25
20-03-2020,IN,Kolkata,dew,192,10.5,18.5,17,58.86
20-03-2020,IN,Kolkata,pm25,263,42,183,108,8987.4
20-03-2020,IN,Kolkata,pressure,264,1002,1013,1007.4,43.97
20-03-2020,IN,Kolkata,co,239,0.7,28.8,3.9,272.4
20-03-2020,IN,Kolkata,pm10,239,2,158,60,5327.91
20-03-2020,IN,Kolkata,o3,215,0.8,79.2,19.9,3363.94
20-03-2020,IN,Kolkata,so2,237,0.1,60,7.9,947.1
20-03-2020,IN,Kolkata,humidity,264,19.3,79.4,49.5,2613.3
21-03-2020,IN,Kolkata,temperature,264,19,33.4,26.9,206.04
21-03-2020,IN,Kolkata,wind speed,258,0,8.7,0.8,16.42
21-03-2020,IN,Kolkata,no2,239,0.2,51.6,10.5,916.32
21-03-2020,IN,Kolkata,dew,264,16,23,20,40.34
21-03-2020,IN,Kolkata,pm25,263,5,189,115,12991
21-03-2020,IN,Kolkata,pressure,264,1003.8,1013.5,1007.7,39.5
21-03-2020,IN,Kolkata,co,240,0.9,20.6,3.3,128.32
21-03-2020,IN,Kolkata,pm10,239,13,152,62,4151.68
21-03-2020,IN,Kolkata,o3,216,0.7,82.8,17.7,2793.94
21-03-2020,IN,Kolkata,so2,236,0.1,31.7,6.4,375.6
21-03-2020,IN,Kolkata,humidity,264,28.5,99,64.2,3809.18
22-03-2020,IN,Kolkata,temperature,264,16,30,24.3,194.65
22-03-2020,IN,Kolkata,wind speed,261,0,7.7,0.9,14.82
22-03-2020,IN,Kolkata,no2,237,2,38.8,7.1,439.3
22-03-2020,IN,Kolkata,dew,255,15,21,18,34.43
22-03-2020,IN,Kolkata,pm25,261,30,104,59,1700.46
22-03-2020,IN,Kolkata,pressure,261,1005.9,1014.5,1009.2,32.65
22-03-2020,IN,Kolkata,wind gust,11,12.8,12.8,12.8,0
22-03-2020,IN,Kolkata,co,237,0.5,14.9,2.6,66.4
22-03-2020,IN,Kolkata,pm10,237,12,65,27,1278.53
22-03-2020,IN,Kolkata,o3,213,2.3,55.4,22.2,1507.01
22-03-2020,IN,Kolkata,so2,237,0.1,17.8,3.5,94.19
22-03-2020,IN,Kolkata,humidity,264,37.8,98.8,69,2696.83
23-03-2020,IN,Kolkata,temperature,264,20,32.2,24.5,177.05
23-03-2020,IN,Kolkata,wind speed,231,0,6.9,0.5,8.65
23-03-2020,IN,Kolkata,no2,214,2.2,24.3,8.4,203.56
23-03-2020,IN,Kolkata,dew,264,18,23,20,22.37
23-03-2020,IN,Kolkata,pm25,238,45,151,89,4356.83
23-03-2020,IN,Kolkata,pressure,240,1003.5,1013,1008,43.69
23-03-2020,IN,Kolkata,co,214,1.6,17.1,3.4,90.27
23-03-2020,IN,Kolkata,pm10,214,25,76,50,1099.7
23-03-2020,IN,Kolkata,o3,190,2.1,86.5,16.2,3743.25
23-03-2020,IN,Kolkata,so2,213,0.1,29,6,116.38
23-03-2020,IN,Kolkata,humidity,240,29,98.9,68.5,3843.08
24-03-2020,IN,Kolkata,temperature,264,20,32.8,25.5,154.44
24-03-2020,IN,Kolkata,wind speed,252,0,3.4,0.4,5.71
24-03-2020,IN,Kolkata,no2,232,2.1,28.9,6.3,142.81
24-03-2020,IN,Kolkata,dew,246,19,23.5,20,22.54
24-03-2020,IN,Kolkata,pm25,256,49,155,95,6829.51
24-03-2020,IN,Kolkata,pressure,259,1002.5,1012,1006.2,42.78
24-03-2020,IN,Kolkata,co,232,1.3,17.5,3.7,88.67
24-03-2020,IN,Kolkata,pm10,232,16,85,49,1483.5
24-03-2020,IN,Kolkata,o3,208,2.8,67.8,13.8,1865.98
24-03-2020,IN,Kolkata,so2,227,0.1,18.1,5.3,71.46
24-03-2020,IN,Kolkata,humidity,259,35.5,100,66,3900.92
25-03-2020,IN,Kolkata,temperature,264,21,33.5,27.5,154.59
25-03-2020,IN,Kolkata,wind speed,258,0,3.8,0.4,8.19
25-03-2020,IN,Kolkata,no2,238,1.9,23.7,6.6,209.02
25-03-2020,IN,Kolkata,dew,264,19,25,22,38.2
25-03-2020,IN,Kolkata,pm25,260,6,168,129,10637.1
25-03-2020,IN,Kolkata,pressure,264,1001.7,1011,1005.3,31.96
25-03-2020,IN,Kolkata,co,238,1.1,17.7,3.5,148.68
25-03-2020,IN,Kolkata,pm10,238,32,139,60,1422.85
25-03-2020,IN,Kolkata,o3,214,0.1,57.9,12.5,1798.35
25-03-2020,IN,Kolkata,so2,232,0.1,29.9,5.9,286.63
25-03-2020,IN,Kolkata,humidity,264,37.7,99,70.1,3668.93
26-03-2020,IN,Kolkata,temperature,264,23.8,35.2,28,144.51
26-03-2020,IN,Kolkata,wind speed,259,0,4.3,0.4,8.77
26-03-2020,IN,Kolkata,no2,240,1.7,36.9,5.9,298.62
26-03-2020,IN,Kolkata,dew,264,16,26,21,80.3
26-03-2020,IN,Kolkata,pm25,244,5,208,93,12006.2
26-03-2020,IN,Kolkata,pressure,263,1003.3,1011,1006.4,31.09
26-03-2020,IN,Kolkata,co,239,1,18.6,3.4,134.99
26-03-2020,IN,Kolkata,pm10,240,18,208,51,5991.13
26-03-2020,IN,Kolkata,o3,216,3.2,63,14.2,2030.49
26-03-2020,IN,Kolkata,so2,235,0.1,28,3.6,79.04
26-03-2020,IN,Kolkata,humidity,264,23,99.1,55.5,7597.48
27-03-2020,IN,Kolkata,temperature,264,22.9,36,29.4,151.45
27-03-2020,IN,Kolkata,wind speed,261,0,3.9,0.4,8.69
27-03-2020,IN,Kolkata,no2,235,1.9,19.5,6.6,113.68
27-03-2020,IN,Kolkata,dew,264,16,23,19,45.36
27-03-2020,IN,Kolkata,pm25,236,1,169,118,16085.3
27-03-2020,IN,Kolkata,pressure,256,1003.8,1012,1007,30.18
27-03-2020,IN,Kolkata,co,235,0.5,21.1,3.8,114
27-03-2020,IN,Kolkata,pm10,235,27,136,64,1298.34
27-03-2020,IN,Kolkata,o3,209,0.7,67.9,20.6,2083.9
27-03-2020,IN,Kolkata,so2,228,0.1,38,5.7,236.6
27-03-2020,IN,Kolkata,humidity,262,20.9,99,45.6,5761.82
28-03-2020,IN,Kolkata,temperature,264,24.7,36,31.4,114.17
28-03-2020,IN,Kolkata,wind speed,246,0,3.8,0.5,10.1
28-03-2020,IN,Kolkata,no2,222,0.3,23.4,6.9,145
28-03-2020,IN,Kolkata,dew,264,19,25,21,34.56
28-03-2020,IN,Kolkata,pm25,224,4,159,115,13350.8
28-03-2020,IN,Kolkata,pressure,241,1001.4,1011,1005.5,44.4
28-03-2020,IN,Kolkata,co,220,1.4,18.8,4,112.5
28-03-2020,IN,Kolkata,pm10,220,20,85,61,892.94
28-03-2020,IN,Kolkata,o3,196,4.8,69,19.9,1876.79
28-03-2020,IN,Kolkata,so2,219,0.3,30.8,5.5,114.35
28-03-2020,IN,Kolkata,humidity,244,27.2,98,49.3,4454.32
29-03-2020,IN,Kolkata,temperature,253,25.5,35.5,29.5,86.26
29-03-2020,IN,Kolkata,wind speed,227,0,4.6,0.6,12.9
29-03-2020,IN,Kolkata,no2,207,2.6,22.4,6.6,121.24
29-03-2020,IN,Kolkata,dew,208,18,24,19,33.07
29-03-2020,IN,Kolkata,pm25,207,9,161,94,15769.6
29-03-2020,IN,Kolkata,pressure,230,1001.8,1011,1005.3,38.63
29-03-2020,IN,Kolkata,co,207,0.6,17.6,4,101.51
29-03-2020,IN,Kolkata,pm10,193,4,99,55,2593.53
29-03-2020,IN,Kolkata,o3,184,7.1,77.9,23.7,2072.29
29-03-2020,IN,Kolkata,so2,206,0.1,22.4,5,47.85
29-03-2020,IN,Kolkata,humidity,230,29.6,85.2,45.3,2298.24
30-03-2020,IN,Kolkata,temperature,256,23,35,30.4,126.92
30-03-2020,IN,Kolkata,wind speed,222,0,4.2,0.4,9.61
30-03-2020,IN,Kolkata,no2,205,2.8,21.2,7.5,153.16
30-03-2020,IN,Kolkata,dew,243,13,23,17.5,78.91
30-03-2020,IN,Kolkata,pm25,205,4,159,102,14689.5
30-03-2020,IN,Kolkata,pressure,207,1002.9,1012,1006.2,37.93
30-03-2020,IN,Kolkata,co,205,0.5,16,3.9,102.41
30-03-2020,IN,Kolkata,pm10,184,4,92,59,1440.71
30-03-2020,IN,Kolkata,o3,184,3.9,91,23.4,2885.04
30-03-2020,IN,Kolkata,so2,206,0.1,15.7,5.5,64.36
30-03-2020,IN,Kolkata,humidity,234,21,91.2,39.2,3884.34
30-03-2020,IN,Kolkata,wind-speed,222,0,4.2,0.4,9.61
31-03-2020,IN,Kolkata,temperature,240,22.8,36,29.3,152.03
31-03-2020,IN,Kolkata,wind speed,213,0,4.3,0.4,10.37
31-03-2020,IN,Kolkata,no2,196,3.9,28.9,7.8,248.25
31-03-2020,IN,Kolkata,dew,208,12.5,20,16.5,47.22
31-03-2020,IN,Kolkata,pm25,196,3,168,111,18878.6
31-03-2020,IN,Kolkata,pressure,220,1002.8,1012,1006.5,40.2
31-03-2020,IN,Kolkata,co,196,0.3,28.8,4.1,160.38
31-03-2020,IN,Kolkata,pm10,173,1,97,61,1443.94
31-03-2020,IN,Kolkata,o3,172,6,84.4,21,2518.71
31-03-2020,IN,Kolkata,so2,194,0.8,20.8,5.7,64.16
31-03-2020,IN,Kolkata,humidity,220,19.7,92.3,45.5,4011.8
31-03-2020,IN,Kolkata,wind-speed,213,0,4.3,0.4,10.37
01-04-2020,IN,Kolkata,temperature,251,25.1,38,29.5,172.45
01-04-2020,IN,Kolkata,no2,216,3.4,23.3,6.3,68.31
01-04-2020,IN,Kolkata,dew,251,19,26,22,44.52
01-04-2020,IN,Kolkata,pm25,216,8,160,125,14367.5
01-04-2020,IN,Kolkata,pressure,240,1000.6,1010,1005,38.08
01-04-2020,IN,Kolkata,co,216,2,19,3.7,139.46
01-04-2020,IN,Kolkata,pm10,192,43,87,61,613.39
01-04-2020,IN,Kolkata,o3,192,4.8,98.6,24.8,3083.11
01-04-2020,IN,Kolkata,so2,212,0.1,20.1,5.8,155.54
01-04-2020,IN,Kolkata,humidity,240,28.1,99,59.5,3811.23
01-04-2020,IN,Kolkata,wind-speed,235,0,4.6,0.7,10.96
02-04-2020,IN,Kolkata,temperature,264,23.3,36.5,29.5,152.93
02-04-2020,IN,Kolkata,no2,216,3.3,16.4,6,65.47
02-04-2020,IN,Kolkata,dew,246,20,27,25,66.88
02-04-2020,IN,Kolkata,pm25,216,8,153,109,9992.36
02-04-2020,IN,Kolkata,pressure,240,999.7,1009,1003.7,33.92
02-04-2020,IN,Kolkata,co,216,1.5,20.9,3.4,165.07
