Date,Country,City,Specification,count,min,max,median,varience,Outcome
31-12-2018,IN,Kolkata,pm10,94,63,623,138,110357,1
31-12-2018,IN,Kolkata,o3,96,0.4,46.7,8.8,1983.54,1
31-12-2018,IN,Kolkata,pressure,120,1016,1020,1017.5,12.66,1
31-12-2018,IN,Kolkata,co,96,2.2,36.5,7.7,774.62,1
31-12-2018,IN,Kolkata,temperature,120,11.1,24.1,15.7,146.77,1
31-12-2018,IN,Kolkata,so2,96,3.3,63,7,1730.28,1
31-12-2018,IN,Kolkata,pm25,119,15,476,201,38032,1
31-12-2018,IN,Kolkata,no2,94,2.6,101.7,31.1,6848.37,1
31-12-2018,IN,Kolkata,wind-speed,96,0,2,0.5,2.58,1
31-12-2018,IN,Kolkata,dew,84,8,11,10,11.9,1
31-12-2018,IN,Kolkata,humidity,120,32.8,91,62.8,2305.23,1
01-01-2019,IN,Kolkata,pm10,96,94,562,159,87780.1,1
01-01-2019,IN,Kolkata,o3,96,0.3,45.7,2.5,2000.66,1
01-01-2019,IN,Kolkata,pressure,116,1016,1021,1018,21.31,1
01-01-2019,IN,Kolkata,co,96,2.2,32.8,8.2,668.59,1
01-01-2019,IN,Kolkata,temperature,116,10.1,24.1,16,162.17,1
01-01-2019,IN,Kolkata,so2,96,2,59,7.2,2361.69,1
01-01-2019,IN,Kolkata,pm25,120,158,436,235,42765.2,1
01-01-2019,IN,Kolkata,no2,96,4.7,95.7,41.7,5934.25,1
01-01-2019,IN,Kolkata,wind-speed,96,0,1.5,0.4,2.09,1
01-01-2019,IN,Kolkata,dew,92,8,11,10,8.56,1
01-01-2019,IN,Kolkata,humidity,116,33.7,92.9,62.2,2805.44,1
02-01-2019,IN,Kolkata,pm10,96,86,489,150,61881.6,1
02-01-2019,IN,Kolkata,o3,96,0.2,47.1,2.6,1999.65,1
02-01-2019,IN,Kolkata,pressure,120,1015,1021,1018,18.68,1
02-01-2019,IN,Kolkata,co,95,0.1,30.9,7.8,603.5,1
02-01-2019,IN,Kolkata,temperature,120,11,26.1,16.7,191.65,1
02-01-2019,IN,Kolkata,so2,94,1.3,59.9,7.3,2580.05,1
02-01-2019,IN,Kolkata,pm25,120,160,360,213,22464,1
02-01-2019,IN,Kolkata,no2,95,7.7,91.3,43.3,5038.25,1
02-01-2019,IN,Kolkata,wind-speed,96,0,1.2,0.3,1.32,1
02-01-2019,IN,Kolkata,dew,90,10,12.5,11,5.89,1
02-01-2019,IN,Kolkata,humidity,120,31,97.6,63,3368.21,1
03-01-2019,IN,Kolkata,pm10,96,122,629,184,162829,1
03-01-2019,IN,Kolkata,o3,96,0.2,67.5,2.3,3003.83,1
03-01-2019,IN,Kolkata,pressure,120,1017,1021,1018,14.61,1
03-01-2019,IN,Kolkata,co,96,1.8,51.3,11,1287.58,1
03-01-2019,IN,Kolkata,temperature,120,11.1,25.4,16.1,200.75,1
03-01-2019,IN,Kolkata,so2,93,1.3,62.5,14,2427.87,1
03-01-2019,IN,Kolkata,pm25,119,181,418,264,41457.8,1
03-01-2019,IN,Kolkata,no2,96,5.7,105.8,53.5,8574.75,1
03-01-2019,IN,Kolkata,wind-speed,96,0,1.4,0.2,1.12,1
03-01-2019,IN,Kolkata,dew,96,8,11.5,10.5,11.35,1
03-01-2019,IN,Kolkata,humidity,120,26.5,97.7,65.3,5190.25,1
04-01-2019,IN,Kolkata,pm10,91,115,773,172,212889,1
04-01-2019,IN,Kolkata,o3,93,0.1,59.6,4,2770.86,1
04-01-2019,IN,Kolkata,pressure,120,1017,1021,1018.5,14.32,1
04-01-2019,IN,Kolkata,co,96,1.4,46.8,8.1,1149.47,1
04-01-2019,IN,Kolkata,temperature,120,11,24.1,16.4,179.06,1
04-01-2019,IN,Kolkata,so2,96,1.5,48.7,7.1,1055.64,1
04-01-2019,IN,Kolkata,pm25,119,174,522,273,90732,1
04-01-2019,IN,Kolkata,no2,93,0.6,114.1,56,8522.48,1
04-01-2019,IN,Kolkata,wind-speed,96,0,1.3,0.3,1.3,1
04-01-2019,IN,Kolkata,dew,90,7.5,11.5,9.5,14.75,1
04-01-2019,IN,Kolkata,humidity,120,25.8,96.9,57.3,4526.19,1
05-01-2019,IN,Kolkata,pm10,96,77,462,194,121567,1
05-01-2019,IN,Kolkata,o3,96,0.1,38.9,2.7,1406.7,1
05-01-2019,IN,Kolkata,pressure,120,1015,1020,1017,17.31,1
05-01-2019,IN,Kolkata,co,96,2.2,41.7,9.8,1054.42,1
05-01-2019,IN,Kolkata,temperature,120,10.1,25.1,16.1,189.43,1
05-01-2019,IN,Kolkata,so2,96,1.4,59.5,7.7,1553.22,1
05-01-2019,IN,Kolkata,pm25,120,153,460,271,80693.1,1
05-01-2019,IN,Kolkata,no2,95,5.5,120.2,43.9,8248.65,1
05-01-2019,IN,Kolkata,wind-speed,96,0,1.5,0.4,2.08,1
05-01-2019,IN,Kolkata,dew,84,8.5,12,10,10.48,1
05-01-2019,IN,Kolkata,humidity,120,28,97.7,63.3,3699.25,1
06-01-2019,IN,Kolkata,pm10,96,69,443,146,58086.5,1
06-01-2019,IN,Kolkata,o3,96,0.1,41.4,2.9,1509.84,1
06-01-2019,IN,Kolkata,pressure,120,1014,1018,1015,12.47,1
06-01-2019,IN,Kolkata,co,96,2.2,44,6.3,792.02,1
06-01-2019,IN,Kolkata,temperature,120,11.7,26.1,17.1,203.15,1
06-01-2019,IN,Kolkata,so2,93,2.1,58.5,6.6,1100.36,1
06-01-2019,IN,Kolkata,pm25,120,129,378,201,30649.9,1
06-01-2019,IN,Kolkata,no2,96,7.1,108.9,38.7,7137.29,1
06-01-2019,IN,Kolkata,wind-speed,96,0,1.8,0.3,1.76,1
06-01-2019,IN,Kolkata,dew,86,10,12,10.5,3.87,1
06-01-2019,IN,Kolkata,humidity,120,26.7,97.3,65.3,4210.62,1
07-01-2019,IN,Kolkata,pm10,94,45,562,146,132327,1
07-01-2019,IN,Kolkata,o3,96,0.1,44.2,2.3,1632.02,1
07-01-2019,IN,Kolkata,pressure,120,1012,1016.5,1013,17.64,1
07-01-2019,IN,Kolkata,co,96,0.2,45.2,5.7,1306.28,1
07-01-2019,IN,Kolkata,temperature,120,11.1,27.1,17.7,234.99,1
07-01-2019,IN,Kolkata,so2,96,1,56.1,8.4,2085.89,1
07-01-2019,IN,Kolkata,pm25,118,105,465,208,49112.6,1
07-01-2019,IN,Kolkata,no2,91,8.1,104.1,44.3,6929.86,1
07-01-2019,IN,Kolkata,wind-speed,96,0,1.6,0.2,1.91,1
07-01-2019,IN,Kolkata,dew,92,10,13,11,10.22,1
07-01-2019,IN,Kolkata,humidity,120,28.3,97.7,62.9,4732.83,1
08-01-2019,IN,Kolkata,pm10,95,79,559,142,108208,1
08-01-2019,IN,Kolkata,o3,96,0.8,44.9,2.5,1694.23,1
08-01-2019,IN,Kolkata,pressure,120,1011,1015,1013,14.79,1
08-01-2019,IN,Kolkata,co,95,0.7,46,5.9,1115.64,1
08-01-2019,IN,Kolkata,temperature,120,12.4,25.1,17.3,151.52,1
08-01-2019,IN,Kolkata,so2,96,1.3,53.5,8.5,1692.17,1
08-01-2019,IN,Kolkata,pm25,120,151,438,190,47718.8,1
08-01-2019,IN,Kolkata,no2,96,0.9,103.6,31.1,5126.07,1
08-01-2019,IN,Kolkata,wind-speed,95,0,2,0.5,2.64,1
08-01-2019,IN,Kolkata,dew,78,11,13,12,3.66,1
08-01-2019,IN,Kolkata,humidity,120,31.9,97.6,63.7,3362.08,1
09-01-2019,IN,Kolkata,pm10,95,91,534,148,94596.7,1
09-01-2019,IN,Kolkata,o3,96,0.8,54.6,2.5,2213.7,1
09-01-2019,IN,Kolkata,pressure,120,1013,1017,1014,15.57,1
09-01-2019,IN,Kolkata,co,95,0.2,48.3,6.8,1137.41,1
09-01-2019,IN,Kolkata,temperature,120,12.7,24.8,17.1,126.44,1
09-01-2019,IN,Kolkata,so2,95,2,58.2,8.2,2542.84,1
09-01-2019,IN,Kolkata,pm25,119,158,379,230,30392.1,1
09-01-2019,IN,Kolkata,no2,93,3.2,93.4,26.9,4719.71,1
09-01-2019,IN,Kolkata,wind-speed,96,0,1.3,0.2,1.38,1
09-01-2019,IN,Kolkata,dew,86,10,13,11.5,5.4,1
09-01-2019,IN,Kolkata,humidity,120,36.6,97.6,66,3285.97,1
10-01-2019,IN,Kolkata,pm10,94,107,551,163,105854,1
10-01-2019,IN,Kolkata,o3,96,0.9,62.3,2.9,3115.32,1
10-01-2019,IN,Kolkata,pressure,120,1014,1017.5,1015,14.34,1
10-01-2019,IN,Kolkata,co,96,2.2,41.4,8.6,1129.96,1
10-01-2019,IN,Kolkata,temperature,120,12.1,24.2,16.9,132.02,1
10-01-2019,IN,Kolkata,so2,96,2.4,59.2,9.1,1119.63,1
10-01-2019,IN,Kolkata,pm25,119,166,444,240,50666.7,1
10-01-2019,IN,Kolkata,no2,96,3.6,100.4,31.6,5038.61,1
10-01-2019,IN,Kolkata,wind-speed,96,0,1.3,0.3,1.54,1
10-01-2019,IN,Kolkata,dew,94,10,13,11,4.93,1
10-01-2019,IN,Kolkata,humidity,120,36.5,96.2,62.4,3678.86,1
11-01-2019,IN,Kolkata,pm10,96,97,769,169,191842,1
11-01-2019,IN,Kolkata,o3,96,1,54.9,5.1,2718.01,1
11-01-2019,IN,Kolkata,pressure,120,1014,1019,1015.5,20.22,1
11-01-2019,IN,Kolkata,co,96,1.6,58.7,9.2,1823.2,1
11-01-2019,IN,Kolkata,temperature,120,11.1,24.2,16.2,163.74,1
11-01-2019,IN,Kolkata,so2,96,0.9,64,6.8,2250.36,1
11-01-2019,IN,Kolkata,pm25,119,165,521,223,66850.1,1
11-01-2019,IN,Kolkata,no2,95,6.4,102.7,30.1,5225.34,1
11-01-2019,IN,Kolkata,wind-speed,96,0,2,0.3,2.64,1
11-01-2019,IN,Kolkata,dew,92,8,12,10,10.09,1
11-01-2019,IN,Kolkata,humidity,120,28.2,98.4,59.7,4688.04,1
12-01-2019,IN,Kolkata,pm10,96,91,757,238,190744,1
12-01-2019,IN,Kolkata,o3,96,1,45.2,2.7,1882.03,1
12-01-2019,IN,Kolkata,pressure,120,1014,1019,1015,18.14,1
12-01-2019,IN,Kolkata,co,96,2,55.9,8.4,1499.78,1
12-01-2019,IN,Kolkata,temperature,120,11.4,25.1,16.7,182.98,1
12-01-2019,IN,Kolkata,so2,96,2.3,58.4,8.8,1711.93,1
12-01-2019,IN,Kolkata,pm25,120,163,490,305,74820.4,1
12-01-2019,IN,Kolkata,no2,96,0.6,97.1,30.4,5494.55,1
12-01-2019,IN,Kolkata,wind-speed,96,0,1.7,0.3,2.25,1
12-01-2019,IN,Kolkata,dew,90,10,13,11.5,8.76,1
12-01-2019,IN,Kolkata,humidity,120,29,96.8,65.5,3667.57,1
13-01-2019,IN,Kolkata,pm10,95,94,619,161,127541,1
13-01-2019,IN,Kolkata,o3,96,1,49.1,2.9,2066.12,1
13-01-2019,IN,Kolkata,pressure,120,1013,1019,1015,20.88,1
13-01-2019,IN,Kolkata,co,96,0.3,53.3,5.9,1353.6,1
13-01-2019,IN,Kolkata,temperature,120,11.1,26.1,16.9,194.74,1
13-01-2019,IN,Kolkata,so2,96,1.6,56.5,7.2,1380.15,1
13-01-2019,IN,Kolkata,pm25,118,162,459,230,43354.6,1
13-01-2019,IN,Kolkata,no2,96,0.1,100.7,29.3,4651.94,1
13-01-2019,IN,Kolkata,wind-speed,96,0,1.9,0.2,1.92,1
13-01-2019,IN,Kolkata,dew,94,10.5,13,11.5,5.08,1
13-01-2019,IN,Kolkata,humidity,120,27.9,97.3,66.3,3958.87,1
14-01-2019,IN,Kolkata,pm10,95,129,984,237,205693,1
14-01-2019,IN,Kolkata,o3,96,1,54.6,2.4,2114.89,1
14-01-2019,IN,Kolkata,pressure,120,1012,1016,1014,11.42,1
14-01-2019,IN,Kolkata,co,95,1.8,59.9,12.1,1996.84,1
14-01-2019,IN,Kolkata,temperature,120,13,26.1,18.4,161.3,1
14-01-2019,IN,Kolkata,so2,95,2.1,58.7,16.4,2918.99,1
14-01-2019,IN,Kolkata,pm25,107,189,502,301,58875.8,1
14-01-2019,IN,Kolkata,no2,94,3.2,107.1,45.7,6727.33,1
14-01-2019,IN,Kolkata,wind-speed,96,0,1.3,0.2,1.06,1
14-01-2019,IN,Kolkata,dew,82,12,14,13,4.33,1
14-01-2019,IN,Kolkata,humidity,120,29.8,97.3,68,3673.09,1
15-01-2019,IN,Kolkata,pm10,96,26,689,172,122099,1
15-01-2019,IN,Kolkata,o3,96,0.4,44.9,4,1749.92,1
15-01-2019,IN,Kolkata,pressure,120,1013,1019,1015,27.53,1
15-01-2019,IN,Kolkata,co,89,1.2,48.6,8.5,1071.74,1
15-01-2019,IN,Kolkata,temperature,120,13.6,24.1,17.1,93.46,1
15-01-2019,IN,Kolkata,so2,96,2.5,45,8.7,700.42,1
15-01-2019,IN,Kolkata,pm25,120,51,448,252,63303,1
15-01-2019,IN,Kolkata,no2,94,6.6,97.1,37.4,4874.78,1
15-01-2019,IN,Kolkata,wind-speed,96,0,1.7,0.4,2.21,1
15-01-2019,IN,Kolkata,dew,84,8,14,10,30.6,1
15-01-2019,IN,Kolkata,humidity,120,28.6,92,59,3422.57,1
16-01-2019,IN,Kolkata,pm10,96,85,606,141,115834,1
16-01-2019,IN,Kolkata,o3,96,0.3,54.4,7,2294.44,1
16-01-2019,IN,Kolkata,pressure,120,1014,1019,1016,25.36,1
16-01-2019,IN,Kolkata,co,82,1.3,86.1,8.1,1738.99,1
16-01-2019,IN,Kolkata,temperature,120,10.6,24.1,15.9,157.7,1
16-01-2019,IN,Kolkata,so2,96,1.6,59.6,9.1,2684.11,1
16-01-2019,IN,Kolkata,pm25,104,157,455,190,37005.6,1
16-01-2019,IN,Kolkata,no2,94,1.2,102.6,30.1,6262.4,1
16-01-2019,IN,Kolkata,wind-speed,96,0,1.9,0.5,2.62,1
16-01-2019,IN,Kolkata,dew,92,6,9,7,9.96,1
16-01-2019,IN,Kolkata,humidity,120,23.9,87,51.7,3732.71,1
17-01-2019,IN,Kolkata,pm10,74,83,756,185,246175,1
17-01-2019,IN,Kolkata,o3,96,0.1,59.6,2.6,2445.4,1
17-01-2019,IN,Kolkata,pressure,120,1012,1016.5,1014,16.14,1
17-01-2019,IN,Kolkata,co,96,1.2,53.7,10,1359.18,1
17-01-2019,IN,Kolkata,temperature,120,10,25.1,16.1,210.22,1
17-01-2019,IN,Kolkata,so2,92,1.3,59.9,11.9,2418,1
17-01-2019,IN,Kolkata,pm25,82,160,498,239,50452.2,1
17-01-2019,IN,Kolkata,no2,92,0.4,106.5,34,7418.94,1
17-01-2019,IN,Kolkata,wind-speed,96,0,1.9,0.3,1.97,1
17-01-2019,IN,Kolkata,dew,94,7,11,9,15.09,1
17-01-2019,IN,Kolkata,humidity,119,21.2,93.8,58.3,3756.01,1
18-01-2019,IN,Kolkata,pm10,72,111,939,185,358023,1
18-01-2019,IN,Kolkata,o3,96,0.1,57.5,3.8,2256.05,1
18-01-2019,IN,Kolkata,pressure,120,1012,1017,1014,20.46,1
18-01-2019,IN,Kolkata,co,96,1.4,72.1,10.2,2242.65,1
18-01-2019,IN,Kolkata,temperature,120,11.6,26.1,17.1,193.01,1
18-01-2019,IN,Kolkata,so2,96,1.1,64.5,10.6,2047.47,1
18-01-2019,IN,Kolkata,pm25,117,180,586,243,53299.4,1
18-01-2019,IN,Kolkata,no2,94,0.1,111.6,36.8,7615.73,1
18-01-2019,IN,Kolkata,wind-speed,96,0,1.9,0.3,1.93,1
18-01-2019,IN,Kolkata,dew,90,10.5,13,11.5,4.21,1
18-01-2019,IN,Kolkata,humidity,120,31.9,96.3,67,4008.76,1
19-01-2019,IN,Kolkata,pm10,81,109,999,193,451139,1
19-01-2019,IN,Kolkata,o3,96,0.1,63.5,2.3,2416.6,1
19-01-2019,IN,Kolkata,pressure,120,1013,1018,1015,17.97,1
19-01-2019,IN,Kolkata,co,96,0.5,65.7,11.6,2230.66,1
19-01-2019,IN,Kolkata,temperature,120,11.4,25.4,16.8,173.01,1
19-01-2019,IN,Kolkata,so2,95,1.4,62.3,10,2338.4,1
19-01-2019,IN,Kolkata,pm25,118,165,659,258,127228,1
19-01-2019,IN,Kolkata,no2,92,0.1,104.3,35.6,8465.82,1
19-01-2019,IN,Kolkata,wind-speed,96,0,2,0.3,2.31,1
19-01-2019,IN,Kolkata,dew,88,8,13.5,10,17.24,1
19-01-2019,IN,Kolkata,humidity,120,25.9,96.4,63.3,4420.73,1
20-01-2019,IN,Kolkata,pm10,96,104,591,195,194718,1
20-01-2019,IN,Kolkata,o3,96,0.1,49.3,2.3,1945.4,1
20-01-2019,IN,Kolkata,pressure,120,1013,1018,1015,22.73,1
20-01-2019,IN,Kolkata,co,96,1.6,41.3,12,835.85,1
20-01-2019,IN,Kolkata,temperature,120,12,25.6,17.5,182.75,1
20-01-2019,IN,Kolkata,so2,96,1.8,57.8,6.6,1495.3,1
20-01-2019,IN,Kolkata,pm25,120,172,480,275,59766.2,1
20-01-2019,IN,Kolkata,no2,92,6.4,102,33,6904.83,1
20-01-2019,IN,Kolkata,wind-speed,96,0,1.8,0.2,1.69,1
20-01-2019,IN,Kolkata,dew,94,10,13,11.5,9.95,1
20-01-2019,IN,Kolkata,humidity,120,33.1,97.7,64.2,3698.14,1
21-01-2019,IN,Kolkata,pm10,93,111,673,239,271923,1
21-01-2019,IN,Kolkata,o3,96,0.1,59,2.2,2204.98,1
21-01-2019,IN,Kolkata,pressure,120,1013,1017.5,1015,14.46,1
21-01-2019,IN,Kolkata,co,96,2.2,63.4,16.5,2165.88,1
21-01-2019,IN,Kolkata,temperature,120,12.1,27.1,17.6,210.71,1
21-01-2019,IN,Kolkata,so2,96,1.2,58.7,9.3,2001.42,1
21-01-2019,IN,Kolkata,pm25,117,161,485,302,75245.7,1
21-01-2019,IN,Kolkata,no2,88,1.3,104.1,34.7,7316.57,1
21-01-2019,IN,Kolkata,wind-speed,96,0,1.6,0.3,1.4,1
21-01-2019,IN,Kolkata,dew,86,11,13,12,2.67,1
21-01-2019,IN,Kolkata,humidity,120,28.2,97.7,66,5015.42,1
22-01-2019,IN,Kolkata,pm10,96,132,654,342,184982,1
22-01-2019,IN,Kolkata,o3,96,0.1,69.7,2.2,2203.47,1
22-01-2019,IN,Kolkata,pressure,120,1013,1018,1015,14.43,1
22-01-2019,IN,Kolkata,co,96,1.9,68.4,18.2,2868.33,1
22-01-2019,IN,Kolkata,temperature,120,12.1,28.1,18.7,239.24,1
22-01-2019,IN,Kolkata,so2,96,2,62,11.3,1230.52,1
22-01-2019,IN,Kolkata,pm25,115,183,531,344,62424.6,1
22-01-2019,IN,Kolkata,no2,88,7,111.3,46.4,9185.37,1
22-01-2019,IN,Kolkata,wind-speed,96,0,1.1,0.2,0.88,1
22-01-2019,IN,Kolkata,dew,84,11,14,13,7.69,1
22-01-2019,IN,Kolkata,humidity,120,25.1,98.1,67.2,4685.55,1
23-01-2019,IN,Kolkata,pm10,95,90,999,245,428241,1
23-01-2019,IN,Kolkata,o3,96,0.9,49.1,2.2,1939.05,1
23-01-2019,IN,Kolkata,pressure,120,1013,1017,1015,10.73,1
23-01-2019,IN,Kolkata,co,90,0.2,72.8,19.6,3023.22,1
23-01-2019,IN,Kolkata,temperature,120,13.1,29.1,19.4,243.68,1
23-01-2019,IN,Kolkata,so2,96,1.2,53.5,6.2,843.67,1
23-01-2019,IN,Kolkata,pm25,118,159,537,296,107597,1
23-01-2019,IN,Kolkata,no2,91,3.4,105.1,30.8,8617.38,1
23-01-2019,IN,Kolkata,wind-speed,96,0,1.6,0.2,1.54,1
23-01-2019,IN,Kolkata,dew,92,11.5,14.5,13,6.7,1
23-01-2019,IN,Kolkata,humidity,120,24.4,99,64,5574.52,1
24-01-2019,IN,Kolkata,pm10,96,96,620,173,111030,1
24-01-2019,IN,Kolkata,o3,96,0.8,56.1,2.6,1907.27,1
24-01-2019,IN,Kolkata,pressure,120,1014,1018,1015,12.92,1
24-01-2019,IN,Kolkata,co,95,0.5,34.7,12.9,733.26,1
24-01-2019,IN,Kolkata,temperature,120,14.1,29.1,20.8,225.34,1
24-01-2019,IN,Kolkata,so2,96,0.9,54,7.5,1545.5,1
24-01-2019,IN,Kolkata,pm25,120,165,417,240,42994.6,1
24-01-2019,IN,Kolkata,no2,92,1.8,102.3,40.6,7075.89,1
24-01-2019,IN,Kolkata,wind-speed,96,0,1.4,0.3,1.36,1
24-01-2019,IN,Kolkata,dew,82,13,16,14.5,7.53,1
24-01-2019,IN,Kolkata,humidity,120,30.4,99,63,4250.77,1
25-01-2019,IN,Kolkata,pm10,96,90,318,147,29677.2,1
25-01-2019,IN,Kolkata,o3,96,0.8,52.1,3.4,1521.68,1
25-01-2019,IN,Kolkata,pressure,120,1014,1018,1016,14.64,1
25-01-2019,IN,Kolkata,co,96,1.9,33.9,8.7,591.73,1
25-01-2019,IN,Kolkata,temperature,120,14.1,28.6,20.7,177.86,1
25-01-2019,IN,Kolkata,so2,96,0.8,32.4,6.7,462.23,1
25-01-2019,IN,Kolkata,pm25,119,159,340,194,24935.8,1
25-01-2019,IN,Kolkata,no2,94,8.7,104.3,43.2,5249.93,1
25-01-2019,IN,Kolkata,wind-speed,96,0,1.8,0.5,2.22,1
25-01-2019,IN,Kolkata,dew,92,13,15,14,3.44,1
25-01-2019,IN,Kolkata,humidity,120,30.6,96.7,60.1,3840.24,1
26-01-2019,IN,Kolkata,pm10,96,94,235,121,8451.79,1
26-01-2019,IN,Kolkata,o3,96,0.9,48.8,7.5,1172.08,1
26-01-2019,IN,Kolkata,pressure,120,1014,1019,1016,14.06,1
26-01-2019,IN,Kolkata,co,96,0.8,18.6,6.8,137.03,1
26-01-2019,IN,Kolkata,temperature,120,15.7,29.1,20.9,138.47,1
26-01-2019,IN,Kolkata,so2,96,1.6,48.7,6.8,323.94,1
26-01-2019,IN,Kolkata,pm25,118,152,329,183,8331.19,1
26-01-2019,IN,Kolkata,no2,96,8.5,76.7,32.1,2761.54,1
26-01-2019,IN,Kolkata,wind-speed,96,0,2.3,0.7,2.58,1
26-01-2019,IN,Kolkata,dew,92,14,16,15,3.65,1
26-01-2019,IN,Kolkata,humidity,120,32.3,92.6,63.3,2518.35,1
27-01-2019,IN,Kolkata,pm10,96,88,188,116,3604.59,1
27-01-2019,IN,Kolkata,o3,96,1,37.2,4.5,844.89,1
27-01-2019,IN,Kolkata,pressure,120,1015,1019,1016,15.7,1
27-01-2019,IN,Kolkata,co,96,1.6,17.9,6.4,143.59,1
27-01-2019,IN,Kolkata,temperature,120,17.8,26.1,20.8,65.47,1
27-01-2019,IN,Kolkata,so2,96,2.4,50.2,8.2,1123.81,1
27-01-2019,IN,Kolkata,pm25,120,155,265,177,2526.88,1
27-01-2019,IN,Kolkata,no2,96,8.2,78.9,34.5,2899.18,1
27-01-2019,IN,Kolkata,wind-speed,96,0,2,0.5,3.31,1
27-01-2019,IN,Kolkata,dew,72,13.5,16,15,6.21,1
27-01-2019,IN,Kolkata,humidity,120,38.3,84,65,1806.24,1
28-01-2019,IN,Kolkata,pm10,95,70,210,105,8030.57,1
28-01-2019,IN,Kolkata,o3,96,1.1,32,6.9,551.57,1
28-01-2019,IN,Kolkata,pressure,120,1015,1019,1016,18.21,1
28-01-2019,IN,Kolkata,co,96,0.2,19,5.3,159.27,1
28-01-2019,IN,Kolkata,temperature,120,17.1,22.6,19.7,18.91,1
28-01-2019,IN,Kolkata,so2,96,2.8,48.6,7.2,806.29,1
28-01-2019,IN,Kolkata,pm25,116,118,276,172,5193.3,1
28-01-2019,IN,Kolkata,no2,93,7.9,68.1,26.1,2677.34,1
28-01-2019,IN,Kolkata,wind-speed,96,0,3.4,0.6,4.75,1
28-01-2019,IN,Kolkata,dew,90,14,16,15,4.3,1
28-01-2019,IN,Kolkata,humidity,120,55.4,82,70,421.41,1
29-01-2019,IN,Kolkata,pm10,96,73,316,102,14666.1,1
29-01-2019,IN,Kolkata,o3,96,1.3,42.5,7,1183.73,1
29-01-2019,IN,Kolkata,pressure,120,1015,1018,1016,11.66,1
29-01-2019,IN,Kolkata,co,94,0.5,33.2,4.7,484.28,1
29-01-2019,IN,Kolkata,temperature,120,13.3,23.6,17.9,63.37,1
29-01-2019,IN,Kolkata,so2,96,2.7,45.9,5.8,672.56,1
29-01-2019,IN,Kolkata,pm25,120,134,255,163,5849.46,1
29-01-2019,IN,Kolkata,no2,96,7.6,84.4,27.5,4172.83,1
29-01-2019,IN,Kolkata,wind-speed,96,0,4.1,0.7,13.22,1
29-01-2019,IN,Kolkata,dew,96,7,15.5,9,60.73,1
29-01-2019,IN,Kolkata,humidity,120,24.3,82,54,2961.45,1
30-01-2019,IN,Kolkata,pm10,96,46,430,102,39468.8,1
30-01-2019,IN,Kolkata,o3,96,1.2,43.5,5.7,1314.45,1
30-01-2019,IN,Kolkata,pressure,120,1016,1021,1018,16.89,1
30-01-2019,IN,Kolkata,co,96,0.3,38.3,4.3,494.64,1
30-01-2019,IN,Kolkata,temperature,120,10.5,23.6,16.4,136.66,1
30-01-2019,IN,Kolkata,so2,95,2.5,61.2,8.2,965.01,1
30-01-2019,IN,Kolkata,pm25,120,100,281,170,9267.98,1
30-01-2019,IN,Kolkata,no2,96,8,90.5,36.4,4327.33,1
30-01-2019,IN,Kolkata,wind-speed,96,0,3.6,0.5,12.26,1
30-01-2019,IN,Kolkata,dew,88,4,9,7,16.18,1
30-01-2019,IN,Kolkata,humidity,120,20.2,88.4,46.6,2554.74,1
31-01-2019,IN,Kolkata,pm10,95,93,588,144,92080.8,1
31-01-2019,IN,Kolkata,o3,95,0.9,46.7,4.4,1567.7,1
31-01-2019,IN,Kolkata,pressure,120,1015,1019,1017,15.64,1
31-01-2019,IN,Kolkata,co,95,0.7,44.6,7.7,913.04,1
31-01-2019,IN,Kolkata,temperature,119,11.1,25.1,17.6,184.17,1
31-01-2019,IN,Kolkata,so2,95,2.7,54.5,8.5,1508.13,1
31-01-2019,IN,Kolkata,pm25,119,157,393,194,31690,1
31-01-2019,IN,Kolkata,no2,93,6.6,103.6,41.2,5412.92,1
31-01-2019,IN,Kolkata,wind-speed,95,0,2.9,0.7,9.28,1
31-01-2019,IN,Kolkata,dew,74,8,12,11,23.49,1
31-01-2019,IN,Kolkata,humidity,119,32.6,92.8,58.4,2358.36,1
01-02-2019,IN,Kolkata,pm10,96,88,774,152,84341.9,1
01-02-2019,IN,Kolkata,o3,95,1.1,53.3,3,1761.03,1
01-02-2019,IN,Kolkata,pressure,120,1013,1018,1015,19.53,1
01-02-2019,IN,Kolkata,co,96,2.2,45.4,10.6,655.05,1
01-02-2019,IN,Kolkata,temperature,120,12.3,28.1,18.2,225.61,1
01-02-2019,IN,Kolkata,so2,93,2.3,60.6,7.3,1553.07,1
01-02-2019,IN,Kolkata,pm25,120,161,354,208,16428.5,1
01-02-2019,IN,Kolkata,no2,95,8.7,95.7,43.1,4120.17,1
01-02-2019,IN,Kolkata,wind-speed,96,0,3.2,0.2,7.85,1
01-02-2019,IN,Kolkata,dew,90,10,13,11.5,5.61,1
01-02-2019,IN,Kolkata,humidity,120,27.6,94.7,60.5,3833.34,1
02-02-2019,IN,Kolkata,pm10,96,86,999,161,358845,1
02-02-2019,IN,Kolkata,o3,96,0.9,55.7,2.3,1845.46,1
02-02-2019,IN,Kolkata,pressure,120,1012,1016,1014,13.89,1
02-02-2019,IN,Kolkata,co,96,0.6,49.4,11.1,1945.75,1
02-02-2019,IN,Kolkata,temperature,120,12.1,28.1,19.4,236.14,1
02-02-2019,IN,Kolkata,so2,96,1.6,58.6,9.3,1835.33,1
02-02-2019,IN,Kolkata,pm25,120,159,999,216,126588,1
