Date,Country,City,Specification,count,min,max,median,varience,Outcome
01-02-2019,IN,Kolkata,o3,95,1.1,53.3,3,1761.03,1
02-02-2019,IN,Kolkata,o3,96,0.9,55.7,2.3,1845.46,1
03-02-2019,IN,Kolkata,o3,96,0.9,54.2,2.5,1887.66,1
04-02-2019,IN,Kolkata,o3,96,0.4,53.1,2,1726.54,1
05-02-2019,IN,Kolkata,o3,96,0.2,53.2,2.9,1796.73,1
06-02-2019,IN,Kolkata,o3,95,1,49,3,1670.31,1
07-02-2019,IN,Kolkata,o3,96,1.1,48.3,5.3,1966.97,1
08-02-2019,IN,Kolkata,o3,96,1,45.3,16,1830.07,1
09-02-2019,IN,Kolkata,o3,96,10.6,35,17,296.56,1
10-02-2019,IN,Kolkata,o3,96,1.6,42.3,12.6,1118.01,1
11-02-2019,IN,Kolkata,o3,95,1.2,43,12.2,1406.92,1
12-02-2019,IN,Kolkata,o3,96,1.1,46.5,6.4,1750.24,1
13-02-2019,IN,Kolkata,o3,96,1.3,47.7,5.7,1932.04,1
14-02-2019,IN,Kolkata,o3,96,1.1,48.7,4.3,2050.62,1
15-02-2019,IN,Kolkata,o3,96,1,52.8,6,2365.31,1
16-02-2019,IN,Kolkata,o3,96,1.3,31.4,8.7,546.86,1
17-02-2019,IN,Kolkata,o3,96,1.4,41.4,9,1279.37,1
18-02-2019,IN,Kolkata,o3,89,1.2,48.7,10.3,1705.28,1
19-02-2019,IN,Kolkata,o3,85,1,45.8,11.9,1754.73,1
20-02-2019,IN,Kolkata,o3,96,1.5,41.4,8.7,1092.79,1
21-02-2019,IN,Kolkata,o3,96,1,49.2,3.7,2157.65,1
22-02-2019,IN,Kolkata,o3,96,1,39.2,6.5,1084.99,1
23-02-2019,IN,Kolkata,o3,96,1.1,43.3,7.5,1561.87,1
24-02-2019,IN,Kolkata,o3,96,1.2,52.2,11.6,1796.84,1
25-02-2019,IN,Kolkata,o3,96,2.1,23,10.9,250.28,1
26-02-2019,IN,Kolkata,o3,93,1.6,17.9,8.5,118.74,1
27-02-2019,IN,Kolkata,o3,95,2.9,16.2,10.4,108.34,1
28-02-2019,IN,Kolkata,o3,96,1.1,16.9,10.1,161.86,1
01-03-2019,IN,Kolkata,o3,96,1.1,37.7,9,1332.26,1
02-03-2019,IN,Kolkata,o3,96,1.3,48.4,8.2,1862.91,1
03-03-2019,IN,Kolkata,o3,96,1.1,49.7,5.5,2111.44,1
04-03-2019,IN,Kolkata,o3,95,1.8,22.1,9.2,235.84,1
05-03-2019,IN,Kolkata,o3,96,1.5,27.5,9.1,404.22,1
06-03-2019,IN,Kolkata,o3,95,1.2,46,8.3,1064.49,1
07-03-2019,IN,Kolkata,o3,96,1.1,43.3,10.4,1433.93,1
08-03-2019,IN,Kolkata,o3,84,1,45.3,5.6,1350.93,1
09-03-2019,IN,Kolkata,o3,72,1.1,40.2,8.8,1065.4,1
10-03-2019,IN,Kolkata,o3,95,1.3,17.9,7.4,116.32,1
11-03-2019,IN,Kolkata,o3,96,0.9,29.6,4.5,669.97,1
12-03-2019,IN,Kolkata,o3,96,1.3,36.1,9.5,1071.53,1
13-03-2019,IN,Kolkata,o3,96,2.6,34.8,7.5,875.71,1
14-03-2019,IN,Kolkata,o3,96,3.4,54.9,12.3,2234.11,1
15-03-2019,IN,Kolkata,o3,94,1.8,38.9,11.9,946.91,1
16-03-2019,IN,Kolkata,o3,81,1.5,37.3,12.5,854.33,1
17-03-2019,IN,Kolkata,o3,96,1.2,43.7,17.2,1055.21,1
18-03-2019,IN,Kolkata,o3,96,1.9,33,9.8,649.09,1
19-03-2019,IN,Kolkata,o3,96,6,40.2,12.5,947.7,1
20-03-2019,IN,Kolkata,o3,96,1.3,31.2,8.5,819.3,1
21-03-2019,IN,Kolkata,o3,96,4.3,43.4,14.1,1205.28,1
22-03-2019,IN,Kolkata,o3,90,5,34.9,9.6,644.7,1
23-03-2019,IN,Kolkata,o3,72,1.1,44.1,6.5,1797.59,1
24-03-2019,IN,Kolkata,o3,72,1.4,43.7,10,1717.01,1
25-03-2019,IN,Kolkata,o3,71,1.2,52.7,8.2,1820.27,1
26-03-2019,IN,Kolkata,o3,72,1.4,39.2,13.1,595.79,1
27-03-2019,IN,Kolkata,o3,71,2.8,46.1,13.9,1189.12,1
28-03-2019,IN,Kolkata,o3,84,1.5,29.1,12.8,444.01,1
29-03-2019,IN,Kolkata,o3,96,2.6,21.6,7.5,317.96,1
30-03-2019,IN,Kolkata,o3,95,2.7,34.1,7.4,677.02,1
31-03-2019,IN,Kolkata,o3,92,3.1,23,8,212.04,1
01-04-2019,IN,Kolkata,o3,96,5.7,24.7,12.9,204.75,1
02-04-2019,IN,Kolkata,o3,96,1.3,26,8.1,355.53,1
03-04-2019,IN,Kolkata,o3,94,3.6,27.3,9.2,237.74,1
04-04-2019,IN,Kolkata,o3,94,3.9,17.1,8,112.99,1
05-04-2019,IN,Kolkata,o3,95,3.3,27.4,9.6,191.25,1
06-04-2019,IN,Kolkata,o3,96,1.1,25.6,13.3,459.04,1
07-04-2019,IN,Kolkata,o3,96,6.4,38.9,18.5,634.58,1
08-04-2019,IN,Kolkata,o3,94,5.3,41.5,13.4,660.03,1
09-04-2019,IN,Kolkata,o3,92,3.7,20.6,11.9,157.15,1
10-04-2019,IN,Kolkata,o3,95,2.2,17.2,10.6,155.24,1
11-04-2019,IN,Kolkata,o3,91,1.6,24.5,5.5,361.91,1
12-04-2019,IN,Kolkata,o3,82,0.6,21.1,6.5,336.64,1
13-04-2019,IN,Kolkata,o3,96,0.6,34.9,10.9,796.69,1
15-04-2019,IN,Kolkata,o3,96,2.1,25.8,8.1,314.68,1
16-04-2019,IN,Kolkata,o3,87,2.7,35.8,9.3,717.62,1
17-04-2019,IN,Kolkata,o3,80,1.5,37.6,14.5,646.62,1
18-04-2019,IN,Kolkata,o3,96,1,38.7,13.4,1268.24,1
19-04-2019,IN,Kolkata,o3,83,1.6,28.8,16.3,568.06,1
20-04-2019,IN,Kolkata,o3,96,3.7,38.3,18.7,847.57,1
21-04-2019,IN,Kolkata,o3,96,3,30.5,15,498.44,1
22-04-2019,IN,Kolkata,o3,96,0.9,43.6,13.2,1179.08,1
23-04-2019,IN,Kolkata,o3,96,1.6,36.1,14.3,1153.06,1
24-04-2019,IN,Kolkata,o3,96,2.1,33,10.3,488.07,1
25-04-2019,IN,Kolkata,o3,96,1,30,7.8,463.53,1
26-04-2019,IN,Kolkata,o3,91,0.9,25.5,10,442.86,1
27-04-2019,IN,Kolkata,o3,68,1.7,25.9,12.4,434.38,1
28-04-2019,IN,Kolkata,o3,96,0.5,28.1,5.9,494.59,1
29-04-2019,IN,Kolkata,o3,96,0.4,19,4.5,268.27,1
30-04-2019,IN,Kolkata,o3,83,0.8,20.9,5.5,222.75,1
01-05-2019,IN,Kolkata,o3,72,0.7,10.8,5.2,81.99,1
02-05-2019,IN,Kolkata,o3,72,1.4,9.3,5.7,48.53,1
03-05-2019,IN,Kolkata,o3,72,1.7,13,7.4,93.2,1
04-05-2019,IN,Kolkata,o3,72,0.6,16.1,8.1,155.04,1
05-05-2019,IN,Kolkata,o3,72,0.4,19.2,6.7,297.29,1
06-05-2019,IN,Kolkata,o3,72,2.6,35.6,10.5,667.71,1
07-05-2019,IN,Kolkata,o3,72,4.6,27.9,10.9,317.34,1
08-05-2019,IN,Kolkata,o3,72,2.1,23.2,8.9,322.39,1
09-05-2019,IN,Kolkata,o3,72,3.7,24.4,10.2,267.37,1
10-05-2019,IN,Kolkata,o3,72,6.2,23.5,12.4,244.8,1
11-05-2019,IN,Kolkata,o3,72,5.1,19.3,11.8,139.36,1
12-05-2019,IN,Kolkata,o3,72,4.6,19,10.3,124.33,1
13-05-2019,IN,Kolkata,o3,72,4,17.9,10.1,124.86,1
14-05-2019,IN,Kolkata,o3,95,1.9,18.8,11.7,168.02,1
15-05-2019,IN,Kolkata,o3,96,1.2,64.6,9.8,506.45,1
16-05-2019,IN,Kolkata,o3,96,1.1,24.1,10.6,447.37,1
17-05-2019,IN,Kolkata,o3,96,2.2,24.6,8.8,341.57,1
18-05-2019,IN,Kolkata,o3,96,3.9,19.6,9.5,171.63,1
19-05-2019,IN,Kolkata,o3,96,2.4,31.4,9.9,486.94,1
20-05-2019,IN,Kolkata,o3,95,1.3,27.1,8,261.44,1
21-05-2019,IN,Kolkata,o3,96,2.4,16.7,7,118.07,1
22-05-2019,IN,Kolkata,o3,96,1.5,20,7.3,139.1,1
23-05-2019,IN,Kolkata,o3,96,2,19.7,8.2,197.24,1
24-05-2019,IN,Kolkata,o3,96,1.5,20.6,6.7,206.26,1
25-05-2019,IN,Kolkata,o3,96,2.4,16.4,8.1,112.08,1
26-05-2019,IN,Kolkata,o3,81,2.7,19.5,7.7,216.53,1
27-05-2019,IN,Kolkata,o3,72,1.7,20.4,7.6,247.51,1
28-05-2019,IN,Kolkata,o3,72,2.4,16.7,7.2,202.03,1
29-05-2019,IN,Kolkata,o3,72,3,22.4,7.5,308.86,1
30-05-2019,IN,Kolkata,o3,72,2,17.3,7.6,188.85,1
31-05-2019,IN,Kolkata,o3,72,1.7,17.8,5.6,166.28,1
01-06-2019,IN,Kolkata,o3,72,2.4,29.5,6.9,445.12,1
02-06-2019,IN,Kolkata,o3,72,2.1,20,8.1,274.61,1
03-06-2019,IN,Kolkata,o3,95,2.5,39.2,11.7,1198.3,1
04-06-2019,IN,Kolkata,o3,96,2.8,20.8,9.4,192.22,1
05-06-2019,IN,Kolkata,o3,96,2.9,18.9,7,164.06,1
06-06-2019,IN,Kolkata,o3,96,3.3,30.3,8.3,323.28,1
07-06-2019,IN,Kolkata,o3,96,4.7,36.5,11.1,1071.12,1
08-06-2019,IN,Kolkata,o3,96,3.5,36.6,9.1,1115.91,1
09-06-2019,IN,Kolkata,o3,96,2.7,43.4,10.8,1346.98,1
10-06-2019,IN,Kolkata,o3,96,4.3,46.8,11.8,1750.62,1
11-06-2019,IN,Kolkata,o3,96,5.4,50.5,11.5,1366.23,1
12-06-2019,IN,Kolkata,o3,92,0.2,22.5,10.9,154.12,1
13-06-2019,IN,Kolkata,o3,95,1.1,164.5,11.5,3300.68,1
14-06-2019,IN,Kolkata,o3,92,0.9,39.5,9.7,770.65,1
15-06-2019,IN,Kolkata,o3,58,0.9,13.8,7.7,148.96,1
16-06-2019,IN,Kolkata,o3,63,0.9,25,7.6,404.79,1
17-06-2019,IN,Kolkata,o3,87,0.9,45.3,9.3,1033.65,1
18-06-2019,IN,Kolkata,o3,87,0.4,34.5,10.7,785.42,1
19-06-2019,IN,Kolkata,o3,72,2.4,47.7,15.3,1176.97,1
20-06-2019,IN,Kolkata,o3,95,1,25.9,8.8,406.41,1
21-06-2019,IN,Kolkata,o3,96,0.9,19.8,8.3,249.14,1
22-06-2019,IN,Kolkata,o3,96,1.3,26.3,8.2,378.02,1
23-06-2019,IN,Kolkata,o3,96,1.2,20.5,6.5,314.22,1
24-06-2019,IN,Kolkata,o3,96,0.4,29.3,8.2,518.11,1
25-06-2019,IN,Kolkata,o3,96,0.4,24.6,8.6,355.92,1
26-06-2019,IN,Kolkata,o3,96,0.7,29.8,8.4,433.17,1
27-06-2019,IN,Kolkata,o3,96,0.8,26.8,9.8,385.36,1
28-06-2019,IN,Kolkata,o3,96,2.9,38,15.6,457.64,1
29-06-2019,IN,Kolkata,o3,95,0.2,36.3,13,662.26,1
30-06-2019,IN,Kolkata,o3,93,0.1,25.2,6.1,392.48,1
01-07-2019,IN,Kolkata,o3,96,0.1,26.7,7.5,274.74,1
02-07-2019,IN,Kolkata,o3,96,4.1,20.8,12.9,166,1
03-07-2019,IN,Kolkata,o3,94,5,35.6,13,469.35,1
04-07-2019,IN,Kolkata,o3,96,5.3,43.3,14.7,631.95,1
05-07-2019,IN,Kolkata,o3,96,1.9,26.6,11.7,266.67,1
06-07-2019,IN,Kolkata,o3,96,0.1,31.9,8.8,421.98,1
07-07-2019,IN,Kolkata,o3,96,2.1,27.1,9.1,318.35,1
08-07-2019,IN,Kolkata,o3,96,3.7,29.7,11.5,290.36,1
09-07-2019,IN,Kolkata,o3,96,2.6,32.2,12.1,317.45,1
10-07-2019,IN,Kolkata,o3,96,0.9,28.2,10.9,355.83,1
11-07-2019,IN,Kolkata,o3,96,3.3,23,9.7,216.83,1
12-07-2019,IN,Kolkata,o3,96,3.8,28.7,12.4,258.12,1
13-07-2019,IN,Kolkata,o3,96,5.7,37.9,15.8,457.05,1
14-07-2019,IN,Kolkata,o3,96,6.4,47.2,17.8,975.62,1
15-07-2019,IN,Kolkata,o3,95,5.8,48.1,17,640.44,1
16-07-2019,IN,Kolkata,o3,86,3.4,44.3,12.8,861.88,1
17-07-2019,IN,Kolkata,o3,72,1.5,37.5,12.1,731.99,1
18-07-2019,IN,Kolkata,o3,72,2.9,21.6,9.8,212.48,1
19-07-2019,IN,Kolkata,o3,72,6.1,14.1,10.3,39.84,1
20-07-2019,IN,Kolkata,o3,72,5.7,26.4,11.7,125.35,1
21-07-2019,IN,Kolkata,o3,95,5.5,31.6,10.7,348.16,1
22-07-2019,IN,Kolkata,o3,96,2.9,24.3,8,204.69,1
23-07-2019,IN,Kolkata,o3,96,1.7,25.4,6.6,209.5,1
24-07-2019,IN,Kolkata,o3,96,1.7,23.9,8.6,285.43,1
25-07-2019,IN,Kolkata,o3,83,3.6,37.3,12,754.74,1
26-07-2019,IN,Kolkata,o3,96,1.9,25.1,9.5,236.11,1
27-07-2019,IN,Kolkata,o3,96,2.1,19.3,9.4,220.22,1
28-07-2019,IN,Kolkata,o3,96,3.7,14.7,8.3,66.14,1
29-07-2019,IN,Kolkata,o3,96,5.2,21.6,10.5,101.09,1
30-07-2019,IN,Kolkata,o3,96,2.3,22.8,7.3,173.01,1
31-07-2019,IN,Kolkata,o3,96,1.7,23.6,9.4,257.69,1
01-08-2019,IN,Kolkata,o3,96,1.8,25.8,11,402.48,1
02-08-2019,IN,Kolkata,o3,86,1.5,20.4,11.6,206.38,1
03-08-2019,IN,Kolkata,o3,72,1.5,19.2,6.5,243.18,1
04-08-2019,IN,Kolkata,o3,95,1.4,29.4,9.4,414.12,1
05-08-2019,IN,Kolkata,o3,96,1.5,26.2,7.8,364.94,1
06-08-2019,IN,Kolkata,o3,96,1.5,22.5,6.9,259.39,1
07-08-2019,IN,Kolkata,o3,96,8,21.7,11.6,153.88,1
08-08-2019,IN,Kolkata,o3,90,3.6,19.4,9.6,94.61,1
09-08-2019,IN,Kolkata,o3,83,2.3,36.6,10.2,450.6,1
10-08-2019,IN,Kolkata,o3,89,2.4,30.3,9.9,472.41,1
11-08-2019,IN,Kolkata,o3,85,1.9,27.5,7,559.55,1
12-08-2019,IN,Kolkata,o3,89,2.3,21.3,6.7,237.52,1
13-08-2019,IN,Kolkata,o3,85,2.5,22.9,10.8,143.86,1
14-08-2019,IN,Kolkata,o3,89,4.1,17.9,11.5,69.39,1
15-08-2019,IN,Kolkata,o3,89,5,16.8,10.2,72.84,1
16-08-2019,IN,Kolkata,o3,72,2.9,31.6,8.3,447.4,1
17-08-2019,IN,Kolkata,o3,72,2.8,17.8,8.3,89.56,1
18-08-2019,IN,Kolkata,o3,72,4.1,21.6,10.5,156.58,1
19-08-2019,IN,Kolkata,o3,72,5,20.6,9.5,142.34,1
20-08-2019,IN,Kolkata,o3,83,1.1,132.8,8.6,2185.81,1
21-08-2019,IN,Kolkata,o3,96,1.1,22.3,8,319.79,1
22-08-2019,IN,Kolkata,o3,96,0.5,32.6,7.8,562.11,1
23-08-2019,IN,Kolkata,o3,95,0.3,35.2,6.8,568.95,1
24-08-2019,IN,Kolkata,o3,96,0.6,21.2,6.4,198.37,1
25-08-2019,IN,Kolkata,o3,84,2.1,34.4,10,671.77,1
26-08-2019,IN,Kolkata,o3,72,1.5,32,10.2,549.89,1
27-08-2019,IN,Kolkata,o3,72,1.1,16.9,8.7,169.77,1
28-08-2019,IN,Kolkata,o3,72,0.6,22.7,7.3,294.94,1
29-08-2019,IN,Kolkata,o3,72,0.6,18.6,7.5,193.91,1
30-08-2019,IN,Kolkata,o3,95,0.8,22.2,6.4,302.66,1
31-08-2019,IN,Kolkata,o3,93,1.1,21.8,7.7,249.11,1
01-09-2019,IN,Kolkata,o3,76,0.6,26.1,8,439.41,1
02-09-2019,IN,Kolkata,o3,69,0.8,22.1,6.6,246.38,1
03-09-2019,IN,Kolkata,o3,51,2.6,15.7,7.3,93.12,1
04-09-2019,IN,Kolkata,o3,94,2.9,22.3,7.7,179.07,1
05-09-2019,IN,Kolkata,o3,96,2.3,18.9,8.8,122.1,1
06-09-2019,IN,Kolkata,o3,96,3.7,20.4,10,141.51,1
07-09-2019,IN,Kolkata,o3,93,2.7,19,8.7,106.55,1
08-09-2019,IN,Kolkata,o3,95,2.9,16.4,8.6,117.08,1
09-09-2019,IN,Kolkata,o3,95,3.3,32.3,10.2,460.49,1
10-09-2019,IN,Kolkata,o3,96,4.7,24.7,11.8,209.61,1
11-09-2019,IN,Kolkata,o3,92,2.7,18.8,9.9,116.45,1
12-09-2019,IN,Kolkata,o3,95,2,14.6,6.6,83.64,1
13-09-2019,IN,Kolkata,o3,86,3.9,16.5,7.7,80.46,1
14-09-2019,IN,Kolkata,o3,72,3.6,25.4,9.9,296.08,1
15-09-2019,IN,Kolkata,o3,72,4.4,37,9.5,893.15,1
16-09-2019,IN,Kolkata,o3,95,2.8,22,9.1,288.47,1
17-09-2019,IN,Kolkata,o3,96,3,28.4,8.5,164.73,1
18-09-2019,IN,Kolkata,o3,78,3.3,17.8,9,103.86,1
19-09-2019,IN,Kolkata,o3,95,2.1,16.8,7.6,160.79,1
20-09-2019,IN,Kolkata,o3,95,1.8,34.3,6.1,589.43,1
21-09-2019,IN,Kolkata,o3,96,1.6,30.9,5.9,487.94,1
22-09-2019,IN,Kolkata,o3,96,1.7,27.7,8.3,513.17,1
23-09-2019,IN,Kolkata,o3,95,3.9,22,9,209.02,1
24-09-2019,IN,Kolkata,o3,87,2.6,10.8,7.1,40.27,1
25-09-2019,IN,Kolkata,o3,83,1.8,14,5,45.05,1
26-09-2019,IN,Kolkata,o3,96,1.2,20.1,5.8,205.1,1
27-09-2019,IN,Kolkata,o3,96,1.3,31.9,5.6,469.87,1
28-09-2019,IN,Kolkata,o3,96,1.3,19,5.1,132.76,1
29-09-2019,IN,Kolkata,o3,96,1.6,17.7,6,203.67,1
30-09-2019,IN,Kolkata,o3,96,1.7,22.9,6.5,273.24,1
30-09-2019,IN,Kolkata,o3,96,1.7,22.9,6.5,273.24,1
01-10-2019,IN,Kolkata,o3,87,1.7,28.1,7.5,653.97,1
01-10-2019,IN,Kolkata,o3,87,1.7,28.1,7.5,653.97,1
02-10-2019,IN,Kolkata,o3,72,1.5,33.1,10.2,1183.59,1
02-10-2019,IN,Kolkata,o3,72,1.5,33.1,10.2,1183.59,1
03-10-2019,IN,Kolkata,o3,95,2.9,30.1,10.3,344.15,1
03-10-2019,IN,Kolkata,o3,95,2.9,30.1,10.3,344.15,1
04-10-2019,IN,Kolkata,o3,86,4,36.1,10.4,896.64,1
04-10-2019,IN,Kolkata,o3,86,4,36.1,10.4,896.64,1
05-10-2019,IN,Kolkata,o3,95,1.7,35.2,9.4,790.23,1
05-10-2019,IN,Kolkata,o3,95,1.7,35.2,9.4,790.23,1
06-10-2019,IN,Kolkata,o3,76,1.7,44.7,7.1,1096.57,1
06-10-2019,IN,Kolkata,o3,76,1.7,44.7,7.1,1096.57,1
07-10-2019,IN,Kolkata,o3,40,2.3,27.1,11.1,555.38,1
08-10-2019,IN,Kolkata,o3,71,2.2,20.7,10.4,363.05,1
09-10-2019,IN,Kolkata,o3,94,2.3,18.7,8.3,152.43,1
10-10-2019,IN,Kolkata,o3,73,0.2,20,5.8,225.66,1
11-10-2019,IN,Kolkata,o3,72,0.1,30.6,6,947.67,1
12-10-2019,IN,Kolkata,o3,81,0.1,38.8,7.2,1378.05,1
13-10-2019,IN,Kolkata,o3,72,1.1,39.8,14.3,1435.8,1
14-10-2019,IN,Kolkata,o3,87,1.1,64.4,18.3,2394.88,1
15-10-2019,IN,Kolkata,o3,73,1,61.7,13.5,2903.44,1
16-10-2019,IN,Kolkata,o3,69,1,45.2,10.8,1491.85,1
17-10-2019,IN,Kolkata,o3,72,0.9,45.2,4.7,1103.12,1
18-10-2019,IN,Kolkata,o3,61,0.9,33.6,4.9,1374.11,1
19-10-2019,IN,Kolkata,o3,48,1.4,39.3,7.9,1346.46,1
20-10-2019,IN,Kolkata,o3,48,1.5,40.5,12.5,1503.67,1
21-10-2019,IN,Kolkata,o3,48,1.3,44,9.5,1592.42,1
22-10-2019,IN,Kolkata,o3,71,1.5,42.8,13.2,1824.18,1
23-10-2019,IN,Kolkata,o3,78,1.8,46.6,10.2,1158.15,1
24-10-2019,IN,Kolkata,o3,71,4.4,25.9,12.3,231.36,1
25-10-2019,IN,Kolkata,o3,72,1.9,23.3,9.6,216.76,1
26-10-2019,IN,Kolkata,o3,94,0.9,18.3,6.4,154.93,1
27-10-2019,IN,Kolkata,o3,96,0.8,35.3,5.3,883.23,1
28-10-2019,IN,Kolkata,o3,96,0.9,39.8,9.9,1349.71,1
29-10-2019,IN,Kolkata,o3,95,0.8,38.2,6.5,1460.43,1
30-10-2019,IN,Kolkata,o3,96,0.8,47.9,5.8,1816.43,1
31-10-2019,IN,Kolkata,o3,96,0.9,61.2,6,2608.31,1
01-11-2019,IN,Kolkata,o3,96,0.9,54,6,2576,1
02-11-2019,IN,Kolkata,o3,96,0.9,40.4,8.5,1464.2,1
03-11-2019,IN,Kolkata,o3,96,0.9,45.4,7.5,1448.69,1
04-11-2019,IN,Kolkata,o3,96,0.9,45.3,5.5,1922.38,1
05-11-2019,IN,Kolkata,o3,85,0.9,57,6.8,2708.82,1
06-11-2019,IN,Kolkata,o3,84,0.8,60.6,6.8,3032.7,1
07-11-2019,IN,Kolkata,o3,96,0.5,69.3,8.9,3653.11,1
08-11-2019,IN,Kolkata,o3,89,1.2,28.5,10,356.66,1
09-11-2019,IN,Kolkata,o3,96,1.3,22.6,11.6,163.82,1
10-11-2019,IN,Kolkata,o3,96,2.9,31.1,15.2,422.41,1
11-11-2019,IN,Kolkata,o3,96,1.1,26.1,6,536.65,1
12-11-2019,IN,Kolkata,o3,87,0.8,79,5.1,4410.64,1
13-11-2019,IN,Kolkata,o3,84,0.5,77.8,6.4,4751.54,1
14-11-2019,IN,Kolkata,o3,93,0.5,50.4,5.6,2652.1,1
15-11-2019,IN,Kolkata,o3,87,0.5,76.7,5.6,2424.54,1
16-11-2019,IN,Kolkata,o3,84,0.6,74.9,5.3,4439.15,1
17-11-2019,IN,Kolkata,o3,96,0.6,85.4,5.4,5375.04,1
18-11-2019,IN,Kolkata,o3,96,0.6,102.6,5.7,6566.14,1
19-11-2019,IN,Kolkata,o3,95,0.6,82.8,7.9,3619.31,1
20-11-2019,IN,Kolkata,o3,96,0.4,70,6,4205.87,1
21-11-2019,IN,Kolkata,o3,96,0.4,71.8,7.3,4352.51,1
22-11-2019,IN,Kolkata,o3,85,0.5,69.4,6,4387.59,1
23-11-2019,IN,Kolkata,o3,96,0.5,91.1,5.5,5674.24,1
24-11-2019,IN,Kolkata,o3,95,0.4,84.6,5.5,5713.5,1
25-11-2019,IN,Kolkata,o3,74,0.6,82.4,9.3,6209.01,1
26-11-2019,IN,Kolkata,o3,73,0.6,72,6.2,4556.28,1
27-11-2019,IN,Kolkata,o3,77,0.6,64.8,8.7,4144.91,1
28-11-2019,IN,Kolkata,o3,95,0.5,53.8,9.2,2662.37,1
29-11-2019,IN,Kolkata,o3,96,0.5,171.8,5.6,5205.37,1
30-11-2019,IN,Kolkata,o3,96,0.4,64,5.5,3204.94,1
01-12-2019,IN,Kolkata,o3,57,0.5,55.4,5.2,2577.13,1
02-12-2019,IN,Kolkata,o3,71,0.6,56.8,6.1,2979.6,1
03-12-2019,IN,Kolkata,o3,127,0.2,69.3,6.6,3321.82,1
04-12-2019,IN,Kolkata,o3,156,0.4,137,5.9,4268.43,1
05-12-2019,IN,Kolkata,o3,170,0.8,44.7,7.3,1524.81,1
06-12-2019,IN,Kolkata,o3,153,0.5,78.7,5,2390.76,1
07-12-2019,IN,Kolkata,o3,185,0.5,49.5,3.8,2083,1
08-12-2019,IN,Kolkata,o3,191,0.4,40.9,3.9,1072.88,1
09-12-2019,IN,Kolkata,o3,188,0.3,73.9,6.5,2295.68,1
10-12-2019,IN,Kolkata,o3,163,0.3,54.7,11.5,2195.85,1
11-12-2019,IN,Kolkata,o3,181,0.2,57.9,14.1,1925.47,1
12-12-2019,IN,Kolkata,o3,184,0.3,63,9.3,1815.35,1
13-12-2019,IN,Kolkata,o3,170,0.2,68,12.2,2960.83,1
14-12-2019,IN,Kolkata,o3,130,0.2,69.7,6.4,2967.03,1
15-12-2019,IN,Kolkata,o3,136,0.3,51.9,15.6,1777.15,1
16-12-2019,IN,Kolkata,o3,168,0.4,58.2,7.7,1338.69,1
17-12-2019,IN,Kolkata,o3,158,0.3,58.4,10.2,1547.78,1
18-12-2019,IN,Kolkata,o3,157,1.2,69.4,15.3,1848.26,1
