Date,Country,City,Specification,count,min,max,median,varience,Outcome
27-01-2019,IN,Kolkata,co,96,1.6,17.9,6.4,143.59,1
28-01-2019,IN,Kolkata,co,96,0.2,19,5.3,159.27,1
29-01-2019,IN,Kolkata,co,94,0.5,33.2,4.7,484.28,1
30-01-2019,IN,Kolkata,co,96,0.3,38.3,4.3,494.64,1
31-01-2019,IN,Kolkata,co,95,0.7,44.6,7.7,913.04,1
01-02-2019,IN,Kolkata,co,96,2.2,45.4,10.6,655.05,1
02-02-2019,IN,Kolkata,co,96,0.6,49.4,11.1,1945.75,1
03-02-2019,IN,Kolkata,co,95,0.1,51.4,10.5,1401.62,1
04-02-2019,IN,Kolkata,co,96,0.2,41.6,13,990.72,1
05-02-2019,IN,Kolkata,co,95,0.5,43.3,11.7,1024.22,1
06-02-2019,IN,Kolkata,co,96,2.7,50.2,14,1250.6,1
07-02-2019,IN,Kolkata,co,96,0.1,44.5,13.5,836.76,1
08-02-2019,IN,Kolkata,co,96,0.6,25.9,9.3,204.28,1
09-02-2019,IN,Kolkata,co,96,1.9,13.5,5.9,44.95,1
10-02-2019,IN,Kolkata,co,96,1.7,15,4.5,53,1
11-02-2019,IN,Kolkata,co,96,1.9,21.1,6.8,198.99,1
12-02-2019,IN,Kolkata,co,96,2.9,25.5,8,298.3,1
13-02-2019,IN,Kolkata,co,96,0.9,45.8,8.7,816.73,1
14-02-2019,IN,Kolkata,co,95,0.1,53.6,9.9,1920.4,1
15-02-2019,IN,Kolkata,co,95,1.4,39.1,11.3,873.81,1
16-02-2019,IN,Kolkata,co,96,1.4,28.9,7.2,365.11,1
17-02-2019,IN,Kolkata,co,96,1.8,19.2,6.3,117.23,1
18-02-2019,IN,Kolkata,co,96,1.4,27.9,6.6,327.79,1
19-02-2019,IN,Kolkata,co,96,0.2,29.4,7.3,370.05,1
20-02-2019,IN,Kolkata,co,96,1.3,25.5,5.8,220.4,1
21-02-2019,IN,Kolkata,co,96,0.5,23.7,10.2,244.06,1
22-02-2019,IN,Kolkata,co,96,0.2,19.8,6.1,92.47,1
23-02-2019,IN,Kolkata,co,96,2.9,35.9,7.1,427.72,1
24-02-2019,IN,Kolkata,co,96,0.6,30.3,4.6,370.81,1
25-02-2019,IN,Kolkata,co,95,0.5,11.4,5.9,54.71,1
26-02-2019,IN,Kolkata,co,93,1.3,16.6,5.6,53.08,1
27-02-2019,IN,Kolkata,co,96,2.1,9.6,4.3,25.71,1
28-02-2019,IN,Kolkata,co,96,1.5,18.4,4.9,162.74,1
01-03-2019,IN,Kolkata,co,96,0.1,29.4,4.3,369.29,1
02-03-2019,IN,Kolkata,co,94,0.1,34.3,5.9,729.19,1
03-03-2019,IN,Kolkata,co,95,0.5,40.6,10.8,920.78,1
04-03-2019,IN,Kolkata,co,94,3.2,25.8,7.1,100.61,1
05-03-2019,IN,Kolkata,co,96,2.6,14.7,7.1,95.49,1
06-03-2019,IN,Kolkata,co,94,1.6,23.5,6.3,182.08,1
07-03-2019,IN,Kolkata,co,96,1.1,26.7,6,339.89,1
08-03-2019,IN,Kolkata,co,86,1.5,22.2,6.4,205.86,1
09-03-2019,IN,Kolkata,co,72,0.9,21.3,7.7,149.15,1
10-03-2019,IN,Kolkata,co,95,2.3,10.1,4.7,44.95,1
11-03-2019,IN,Kolkata,co,96,1.8,17.5,5.6,121.89,1
12-03-2019,IN,Kolkata,co,96,2.2,10.6,5.7,47.89,1
13-03-2019,IN,Kolkata,co,96,1.3,15.4,5.8,128.04,1
14-03-2019,IN,Kolkata,co,96,2.6,12.2,6.3,56.18,1
15-03-2019,IN,Kolkata,co,94,2.6,24.5,6.9,175.8,1
16-03-2019,IN,Kolkata,co,81,1.8,25.8,5.8,133.49,1
17-03-2019,IN,Kolkata,co,96,1.8,11.4,5.7,57.08,1
18-03-2019,IN,Kolkata,co,96,1.9,12.4,5.7,59.86,1
19-03-2019,IN,Kolkata,co,96,2.2,10,6,35.98,1
20-03-2019,IN,Kolkata,co,96,2.1,22.4,6.3,92.93,1
21-03-2019,IN,Kolkata,co,96,2.4,9.3,4.9,25.7,1
22-03-2019,IN,Kolkata,co,90,2.2,32.8,4.7,106.52,1
23-03-2019,IN,Kolkata,co,72,2.1,21.4,7.3,191.94,1
24-03-2019,IN,Kolkata,co,72,1.6,21.9,6.9,295.84,1
25-03-2019,IN,Kolkata,co,72,2.4,20.6,8.7,251.38,1
26-03-2019,IN,Kolkata,co,72,1.5,11.4,5.2,58.5,1
27-03-2019,IN,Kolkata,co,71,1.8,9.5,5.9,35.67,1
28-03-2019,IN,Kolkata,co,77,2.9,9.6,5.4,36.89,1
29-03-2019,IN,Kolkata,co,96,1.9,8.3,4.2,20.55,1
30-03-2019,IN,Kolkata,co,95,1.9,13.4,5.3,39.68,1
31-03-2019,IN,Kolkata,co,92,2.4,10.9,4.9,28.66,1
01-04-2019,IN,Kolkata,co,96,1.9,7.4,4.2,22.33,1
02-04-2019,IN,Kolkata,co,96,2.1,8.4,4.6,19.73,1
03-04-2019,IN,Kolkata,co,94,1.9,7.5,4.2,19.53,1
04-04-2019,IN,Kolkata,co,94,1.2,7,4.4,19.74,1
05-04-2019,IN,Kolkata,co,96,1.4,12.4,4.5,24.54,1
06-04-2019,IN,Kolkata,co,96,1.7,14.5,4.2,50.87,1
07-04-2019,IN,Kolkata,co,96,1.2,9.9,4.2,33.12,1
08-04-2019,IN,Kolkata,co,95,0.8,9.2,3.9,36.08,1
09-04-2019,IN,Kolkata,co,92,1.8,11.9,4.3,35.92,1
10-04-2019,IN,Kolkata,co,95,1.7,12.2,5,42.67,1
11-04-2019,IN,Kolkata,co,91,1.4,8.4,4.7,35.06,1
12-04-2019,IN,Kolkata,co,82,1.8,7.4,4.5,29.19,1
13-04-2019,IN,Kolkata,co,96,1.9,8.2,4.5,28.82,1
15-04-2019,IN,Kolkata,co,96,1.2,8,4.7,24.83,1
16-04-2019,IN,Kolkata,co,87,1,9.3,5.1,35.07,1
17-04-2019,IN,Kolkata,co,80,2.4,14.5,6.1,58.33,1
18-04-2019,IN,Kolkata,co,96,2.2,18.5,5.8,114.47,1
19-04-2019,IN,Kolkata,co,84,2.1,15.3,6.3,82.19,1
20-04-2019,IN,Kolkata,co,96,1.9,19.4,5.8,58.68,1
21-04-2019,IN,Kolkata,co,96,1.7,9.2,4.7,32.28,1
22-04-2019,IN,Kolkata,co,96,2.3,10.7,5.6,32.19,1
23-04-2019,IN,Kolkata,co,96,2,9.6,4.7,30.32,1
24-04-2019,IN,Kolkata,co,95,1.9,8.9,4.1,25.17,1
25-04-2019,IN,Kolkata,co,96,1.8,10.3,4.3,26.74,1
26-04-2019,IN,Kolkata,co,91,0.9,7.1,4.6,21.09,1
27-04-2019,IN,Kolkata,co,68,1.9,17.4,4.9,44.73,1
28-04-2019,IN,Kolkata,co,96,1.5,7.4,3.8,21.63,1
29-04-2019,IN,Kolkata,co,96,0.7,14.1,3.7,37.41,1
30-04-2019,IN,Kolkata,co,84,1.2,6.5,4.2,16.25,1
01-05-2019,IN,Kolkata,co,72,2.5,5.9,4.2,10.83,1
02-05-2019,IN,Kolkata,co,72,2.5,6.3,4.1,8.08,1
03-05-2019,IN,Kolkata,co,72,2.2,8.7,4.5,22.26,1
04-05-2019,IN,Kolkata,co,72,3.1,27.4,6.8,182.41,1
05-05-2019,IN,Kolkata,co,72,3.1,14.9,5.8,95.23,1
06-05-2019,IN,Kolkata,co,72,2.6,8.4,5,13.87,1
07-05-2019,IN,Kolkata,co,72,3.4,8.8,5.4,15.53,1
08-05-2019,IN,Kolkata,co,72,3.1,14.8,5.2,31.2,1
09-05-2019,IN,Kolkata,co,71,3.7,9.4,5.4,14.56,1
10-05-2019,IN,Kolkata,co,72,3.5,8.8,5.5,11.59,1
11-05-2019,IN,Kolkata,co,72,3,8.5,5.1,9.08,1
12-05-2019,IN,Kolkata,co,72,3.8,6.7,4.8,5.11,1
13-05-2019,IN,Kolkata,co,72,2.8,8,4.8,7.55,1
14-05-2019,IN,Kolkata,co,95,1.7,8.4,4.5,24.26,1
15-05-2019,IN,Kolkata,co,96,2,11.2,4.5,33.45,1
16-05-2019,IN,Kolkata,co,96,1.8,11.5,4.7,40.41,1
17-05-2019,IN,Kolkata,co,96,1.7,8.7,4.9,29.52,1
18-05-2019,IN,Kolkata,co,96,1.8,7.5,4.5,19.63,1
19-05-2019,IN,Kolkata,co,96,1.2,9,4.7,28.94,1
20-05-2019,IN,Kolkata,co,94,0.8,8.3,4.7,29.92,1
21-05-2019,IN,Kolkata,co,96,1.6,7.7,4.1,27.74,1
22-05-2019,IN,Kolkata,co,95,1.3,8.4,4.6,33.59,1
23-05-2019,IN,Kolkata,co,96,1.9,8.1,4,28.14,1
24-05-2019,IN,Kolkata,co,96,1.2,7.5,3.9,24.52,1
25-05-2019,IN,Kolkata,co,96,1.1,7.7,4.3,28.02,1
26-05-2019,IN,Kolkata,co,81,1.5,8,4.5,27.2,1
27-05-2019,IN,Kolkata,co,72,1.5,6.9,3.8,17.55,1
28-05-2019,IN,Kolkata,co,72,1.1,5.8,3.8,17.15,1
29-05-2019,IN,Kolkata,co,72,1.3,5.2,4,13.35,1
30-05-2019,IN,Kolkata,co,72,1.5,6.3,3.9,11.79,1
31-05-2019,IN,Kolkata,co,72,0.7,8.1,3.6,32.12,1
01-06-2019,IN,Kolkata,co,72,1.5,9.4,4.9,38.38,1
02-06-2019,IN,Kolkata,co,72,0.6,7.1,3.9,28.6,1
03-06-2019,IN,Kolkata,co,95,0.9,16.3,4.5,71.88,1
04-06-2019,IN,Kolkata,co,96,0.5,7.6,3.5,30.41,1
05-06-2019,IN,Kolkata,co,96,1.3,8.5,4.7,30.66,1
06-06-2019,IN,Kolkata,co,96,1.1,9.4,4.8,46.05,1
07-06-2019,IN,Kolkata,co,96,1.3,7.9,4.7,39.73,1
08-06-2019,IN,Kolkata,co,96,1.1,8.1,3.8,37.11,1
09-06-2019,IN,Kolkata,co,96,1.1,8.4,3.9,38.82,1
10-06-2019,IN,Kolkata,co,96,1,12.4,4,48.44,1
11-06-2019,IN,Kolkata,co,96,0.2,8.2,4.6,39.73,1
12-06-2019,IN,Kolkata,co,96,1,8.2,4.4,31.39,1
13-06-2019,IN,Kolkata,co,96,0.6,14.8,5.3,60.49,1
14-06-2019,IN,Kolkata,co,92,1.4,9.8,4.9,46.81,1
15-06-2019,IN,Kolkata,co,67,1.6,8.4,4.6,34.63,1
16-06-2019,IN,Kolkata,co,71,1.5,8.3,4.5,28.23,1
17-06-2019,IN,Kolkata,co,95,1.4,11.2,5,58.07,1
18-06-2019,IN,Kolkata,co,90,1,12.1,4.8,77.9,1
19-06-2019,IN,Kolkata,co,72,1.2,9.9,5.8,55.49,1
20-06-2019,IN,Kolkata,co,95,1.5,11.5,5.6,61.52,1
21-06-2019,IN,Kolkata,co,96,1.6,7.7,4.7,32.81,1
22-06-2019,IN,Kolkata,co,96,1.2,7.4,3.9,24.41,1
23-06-2019,IN,Kolkata,co,96,0.5,6.8,3.3,21.78,1
24-06-2019,IN,Kolkata,co,96,1.2,6.4,3.8,15.46,1
25-06-2019,IN,Kolkata,co,96,1.1,6.8,3.6,19.67,1
26-06-2019,IN,Kolkata,co,96,0.4,8,3.1,24.67,1
27-06-2019,IN,Kolkata,co,96,1.1,7.8,3.7,23.09,1
28-06-2019,IN,Kolkata,co,96,1.7,38,4.5,154.46,1
29-06-2019,IN,Kolkata,co,96,1.6,13.9,5.6,121.61,1
30-06-2019,IN,Kolkata,co,96,1.6,16.1,6.4,153.35,1
01-07-2019,IN,Kolkata,co,96,1.2,18,4.3,131.06,1
02-07-2019,IN,Kolkata,co,96,0.8,11.5,4.2,93.32,1
03-07-2019,IN,Kolkata,co,96,1.5,11.5,4.5,73.37,1
04-07-2019,IN,Kolkata,co,96,2,25.8,4.1,126.41,1
05-07-2019,IN,Kolkata,co,96,1.4,10.9,4.6,81.13,1
06-07-2019,IN,Kolkata,co,96,0.8,11.6,4.7,84.44,1
07-07-2019,IN,Kolkata,co,96,1.6,9.9,3.8,59.84,1
08-07-2019,IN,Kolkata,co,96,0.8,9.7,3.3,64.1,1
09-07-2019,IN,Kolkata,co,96,1.4,11.6,3.5,86.35,1
10-07-2019,IN,Kolkata,co,95,1.4,14.1,3.9,109.72,1
11-07-2019,IN,Kolkata,co,95,0.9,34.9,3,209.07,1
12-07-2019,IN,Kolkata,co,96,1,13.5,3.5,87.45,1
13-07-2019,IN,Kolkata,co,96,1,11,3.7,79.56,1
14-07-2019,IN,Kolkata,co,96,1,10.3,4,67.72,1
15-07-2019,IN,Kolkata,co,96,1.6,10.4,4.2,64.75,1
16-07-2019,IN,Kolkata,co,86,0.1,23.4,5.1,202.48,1
17-07-2019,IN,Kolkata,co,72,1.1,26.5,5.4,344.51,1
18-07-2019,IN,Kolkata,co,72,0.5,12.3,2.8,130.64,1
19-07-2019,IN,Kolkata,co,72,0.8,8.8,2.4,85.84,1
20-07-2019,IN,Kolkata,co,72,0.8,9.9,2.2,101.87,1
21-07-2019,IN,Kolkata,co,95,0.8,10,2.6,84.32,1
22-07-2019,IN,Kolkata,co,96,0.8,10.5,2.6,79.66,1
23-07-2019,IN,Kolkata,co,96,0.4,9.5,2.3,82.25,1
24-07-2019,IN,Kolkata,co,96,0.5,10.5,2.6,74.85,1
25-07-2019,IN,Kolkata,co,96,1,12.5,4.3,81.38,1
26-07-2019,IN,Kolkata,co,96,1.3,12.7,3.6,87.01,1
27-07-2019,IN,Kolkata,co,96,0.7,19.9,3.4,155.44,1
28-07-2019,IN,Kolkata,co,96,0.1,11.2,2.4,103.38,1
29-07-2019,IN,Kolkata,co,96,0.1,10.6,2.7,88.05,1
30-07-2019,IN,Kolkata,co,96,1,12.2,3.4,87.35,1
31-07-2019,IN,Kolkata,co,96,1.1,13.3,3.2,90.57,1
01-08-2019,IN,Kolkata,co,96,1,10.7,3.3,75.9,1
02-08-2019,IN,Kolkata,co,86,0.6,13,3.2,105.81,1
03-08-2019,IN,Kolkata,co,72,0.7,14.9,4.5,150.46,1
04-08-2019,IN,Kolkata,co,95,1.6,15.5,4.7,176.62,1
05-08-2019,IN,Kolkata,co,96,1.2,18.7,4,172.44,1
06-08-2019,IN,Kolkata,co,96,1.1,19.6,3.4,176,1
07-08-2019,IN,Kolkata,co,96,0.6,10.4,2.4,96.16,1
08-08-2019,IN,Kolkata,co,90,0.2,11.9,2.9,103.85,1
09-08-2019,IN,Kolkata,co,83,1,13.4,3.4,111.13,1
10-08-2019,IN,Kolkata,co,89,0.6,32.6,4.5,395.69,1
11-08-2019,IN,Kolkata,co,84,0.1,21,6.2,292.56,1
12-08-2019,IN,Kolkata,co,91,0.9,15.8,5.1,155.05,1
13-08-2019,IN,Kolkata,co,84,0.4,15.8,3.4,156.83,1
14-08-2019,IN,Kolkata,co,87,0.6,12.7,3.8,120.06,1
15-08-2019,IN,Kolkata,co,89,0.5,12.2,4,101.07,1
16-08-2019,IN,Kolkata,co,72,1.4,15.6,4.6,138.63,1
17-08-2019,IN,Kolkata,co,72,1.4,28.6,6.8,231.69,1
18-08-2019,IN,Kolkata,co,72,0.4,11.7,3.5,87.22,1
19-08-2019,IN,Kolkata,co,72,1.5,11.3,3.5,92.35,1
20-08-2019,IN,Kolkata,co,84,1.4,11.9,4.1,115.12,1
21-08-2019,IN,Kolkata,co,96,1,12.4,3.8,108.74,1
22-08-2019,IN,Kolkata,co,96,0.7,18.4,3.3,139.69,1
23-08-2019,IN,Kolkata,co,95,0.7,21.3,4.1,195.32,1
24-08-2019,IN,Kolkata,co,96,1.8,17.1,4.6,184.62,1
25-08-2019,IN,Kolkata,co,84,0.8,9.7,3.2,50.64,1
26-08-2019,IN,Kolkata,co,72,0.7,6.8,3.1,15.75,1
27-08-2019,IN,Kolkata,co,72,0.7,8,3,26.02,1
28-08-2019,IN,Kolkata,co,72,1.6,11.3,3.6,31.46,1
29-08-2019,IN,Kolkata,co,72,0.7,11.3,3.2,48.95,1
30-08-2019,IN,Kolkata,co,95,1.1,13.2,3.7,94.31,1
31-08-2019,IN,Kolkata,co,93,1.3,10.8,3.9,76.35,1
01-09-2019,IN,Kolkata,co,76,1.6,9.4,3.7,27.85,1
02-09-2019,IN,Kolkata,co,69,1.2,7.2,3.3,26.76,1
03-09-2019,IN,Kolkata,co,51,1.6,6.4,3.6,11.2,1
04-09-2019,IN,Kolkata,co,94,0.8,11.6,3.4,106.94,1
05-09-2019,IN,Kolkata,co,96,0.5,13.1,3.7,114.62,1
06-09-2019,IN,Kolkata,co,96,0.8,12.1,3.1,112.62,1
07-09-2019,IN,Kolkata,co,93,0.9,13.9,3.3,119.16,1
08-09-2019,IN,Kolkata,co,95,1,15.2,3.4,147.96,1
09-09-2019,IN,Kolkata,co,95,1,13.5,3.4,129.57,1
10-09-2019,IN,Kolkata,co,96,1,13.1,3.7,118.8,1
11-09-2019,IN,Kolkata,co,92,1.3,12.7,3.9,129.38,1
12-09-2019,IN,Kolkata,co,95,1.6,13.6,4.1,123.69,1
13-09-2019,IN,Kolkata,co,86,0.7,10.3,3.4,61.87,1
14-09-2019,IN,Kolkata,co,72,0.9,5.3,3.1,12.65,1
15-09-2019,IN,Kolkata,co,72,0.9,5,2.6,11.13,1
16-09-2019,IN,Kolkata,co,95,1.2,11.7,3.4,91.66,1
17-09-2019,IN,Kolkata,co,96,1.1,10.3,2.9,82.78,1
18-09-2019,IN,Kolkata,co,78,1.1,10.5,2.9,45.32,1
19-09-2019,IN,Kolkata,co,95,1,13.2,3.8,105.84,1
20-09-2019,IN,Kolkata,co,96,0.8,22.9,5,198.04,1
21-09-2019,IN,Kolkata,co,96,1.8,24.9,4.6,237.91,1
22-09-2019,IN,Kolkata,co,96,1.5,15.8,4.3,145.62,1
23-09-2019,IN,Kolkata,co,96,2,13.5,4,101.79,1
24-09-2019,IN,Kolkata,co,87,0.5,10,3.8,72.25,1
25-09-2019,IN,Kolkata,co,84,1.5,15.1,5.8,107.32,1
26-09-2019,IN,Kolkata,co,96,1.7,13,4.8,90.92,1
27-09-2019,IN,Kolkata,co,96,2.2,12.9,5,83.94,1
28-09-2019,IN,Kolkata,co,96,2.4,15.6,5.5,100.79,1
29-09-2019,IN,Kolkata,co,96,1.9,11.5,4.3,65.05,1
30-09-2019,IN,Kolkata,co,96,1.5,12.9,4.2,73.21,1
30-09-2019,IN,Kolkata,co,96,1.5,12.9,4.2,73.21,1
01-10-2019,IN,Kolkata,co,86,1.9,19.8,5.5,132.79,1
01-10-2019,IN,Kolkata,co,86,1.9,19.8,5.5,132.79,1
02-10-2019,IN,Kolkata,co,72,2.2,16.7,6.6,164.73,1
02-10-2019,IN,Kolkata,co,72,2.2,16.7,6.6,164.73,1
03-10-2019,IN,Kolkata,co,95,1.2,17.2,5.4,141,1
03-10-2019,IN,Kolkata,co,95,1.2,17.2,5.4,141,1
04-10-2019,IN,Kolkata,co,85,2,14.5,4.3,122.29,1
04-10-2019,IN,Kolkata,co,85,2,14.5,4.3,122.29,1
05-10-2019,IN,Kolkata,co,95,1.6,27,4.6,319.23,1
05-10-2019,IN,Kolkata,co,95,1.6,27,4.6,319.23,1
06-10-2019,IN,Kolkata,co,76,1.8,22.2,5.8,237.35,1
06-10-2019,IN,Kolkata,co,76,1.8,22.2,5.8,237.35,1
07-10-2019,IN,Kolkata,co,40,2.2,16.4,4.5,92.28,1
08-10-2019,IN,Kolkata,co,71,0.3,13.2,3.4,149.32,1
09-10-2019,IN,Kolkata,co,93,0.9,11.9,3.5,91.12,1
10-10-2019,IN,Kolkata,co,75,1.5,27.5,5,263.1,1
11-10-2019,IN,Kolkata,co,72,1.5,35.8,7,735.13,1
12-10-2019,IN,Kolkata,co,81,0.5,36.7,8.3,747.29,1
13-10-2019,IN,Kolkata,co,72,2,33.9,5.8,307.78,1
14-10-2019,IN,Kolkata,co,87,2.1,21.9,5.8,162.39,1
15-10-2019,IN,Kolkata,co,73,1.6,20.7,6.5,212.23,1
16-10-2019,IN,Kolkata,co,69,2.5,18.1,7.4,216.43,1
17-10-2019,IN,Kolkata,co,71,3,37.3,9.3,463.31,1
18-10-2019,IN,Kolkata,co,61,2,48.9,9.5,1114.29,1
19-10-2019,IN,Kolkata,co,48,2.9,49.1,9.2,1343.63,1
20-10-2019,IN,Kolkata,co,48,3.3,21.7,8.4,258.77,1
21-10-2019,IN,Kolkata,co,48,4,24.5,9.6,247.17,1
22-10-2019,IN,Kolkata,co,71,2.3,38.5,6,544.97,1
23-10-2019,IN,Kolkata,co,78,2.9,39.6,6.3,609.37,1
24-10-2019,IN,Kolkata,co,71,0.7,17.8,3.4,106.89,1
25-10-2019,IN,Kolkata,co,72,1,6.7,3.3,17.38,1
26-10-2019,IN,Kolkata,co,94,1.6,19.3,4.6,134.07,1
27-10-2019,IN,Kolkata,co,96,1.7,24.1,5.2,197.19,1
28-10-2019,IN,Kolkata,co,96,1.1,18.7,4.9,98.67,1
29-10-2019,IN,Kolkata,co,95,1.9,29,6.1,277.27,1
30-10-2019,IN,Kolkata,co,96,1.9,35.9,7.1,477.08,1
31-10-2019,IN,Kolkata,co,96,1.5,36,9.2,586.12,1
01-11-2019,IN,Kolkata,co,96,2,36.4,9.4,495.64,1
02-11-2019,IN,Kolkata,co,96,2,30.6,8,277.47,1
03-11-2019,IN,Kolkata,co,96,1.7,21.3,6.3,170.96,1
04-11-2019,IN,Kolkata,co,95,2.2,48.8,8.2,720.3,1
05-11-2019,IN,Kolkata,co,85,4.9,49.8,12.8,731.88,1
06-11-2019,IN,Kolkata,co,84,3.2,39,10.5,716.08,1
07-11-2019,IN,Kolkata,co,96,2.5,29.5,7.4,246.07,1
08-11-2019,IN,Kolkata,co,88,1.2,16.9,5.4,113.5,1
09-11-2019,IN,Kolkata,co,96,1,10.3,3.6,87.16,1
10-11-2019,IN,Kolkata,co,96,1.6,11.6,4,63.75,1
11-11-2019,IN,Kolkata,co,96,1.9,52.2,5,943.44,1
12-11-2019,IN,Kolkata,co,96,1.8,64.1,7.7,1869.06,1
13-11-2019,IN,Kolkata,co,96,2.9,46.5,9.9,983.13,1
14-11-2019,IN,Kolkata,co,92,2.4,37.8,8.9,528.5,1
15-11-2019,IN,Kolkata,co,87,2,39.1,8.7,732.8,1
16-11-2019,IN,Kolkata,co,84,2.1,41.1,9.3,966.54,1
17-11-2019,IN,Kolkata,co,96,3.2,37,9.2,601.16,1
18-11-2019,IN,Kolkata,co,96,2,49.6,11.8,1200.82,1
19-11-2019,IN,Kolkata,co,94,0.5,41.3,7.6,955.25,1
20-11-2019,IN,Kolkata,co,96,1,54.4,7.7,1417.7,1
21-11-2019,IN,Kolkata,co,96,1.7,42.7,8.7,613.37,1
22-11-2019,IN,Kolkata,co,85,1.5,33,9.8,478.52,1
23-11-2019,IN,Kolkata,co,96,4.6,36.8,11.8,563.97,1
24-11-2019,IN,Kolkata,co,95,2.2,39.3,10.5,786.91,1
25-11-2019,IN,Kolkata,co,73,1.9,49.5,13.4,1339.57,1
26-11-2019,IN,Kolkata,co,73,2.9,60.2,14.5,2483.8,1
27-11-2019,IN,Kolkata,co,77,0.8,51.1,9.9,1003.39,1
28-11-2019,IN,Kolkata,co,95,1.4,36,7.4,543.09,1
29-11-2019,IN,Kolkata,co,96,0.4,61.2,7.7,1317.61,1
30-11-2019,IN,Kolkata,co,96,1.4,61.8,13.1,1683.7,1
01-12-2019,IN,Kolkata,co,57,2,46.5,9.8,1329.9,1
02-12-2019,IN,Kolkata,co,71,1.2,32.5,6.9,660.43,1
03-12-2019,IN,Kolkata,co,127,1.4,43.4,9.2,781.39,1
04-12-2019,IN,Kolkata,co,156,1,48.4,7.5,902.35,1
05-12-2019,IN,Kolkata,co,170,2,37,7.1,446.64,1
06-12-2019,IN,Kolkata,co,153,1.5,28.9,8.8,412.54,1
07-12-2019,IN,Kolkata,co,185,0.2,41.5,8.6,836.99,1
08-12-2019,IN,Kolkata,co,190,0.5,37.5,7.1,611.54,1
09-12-2019,IN,Kolkata,co,188,1.4,43.3,7,252.36,1
10-12-2019,IN,Kolkata,co,156,1.7,19,5.7,152.64,1
11-12-2019,IN,Kolkata,co,181,1.1,21.9,6.6,125.25,1
12-12-2019,IN,Kolkata,co,184,2.4,25.1,7.3,199.95,1
13-12-2019,IN,Kolkata,co,171,2.5,25,9,164.87,1
14-12-2019,IN,Kolkata,co,143,1.4,35.3,11.4,374.37,1
15-12-2019,IN,Kolkata,co,143,2,38.6,5.7,273.96,1
16-12-2019,IN,Kolkata,co,169,1.6,22.1,5.4,160.6,1
17-12-2019,IN,Kolkata,co,158,2.4,23.8,6.4,212,1
18-12-2019,IN,Kolkata,co,157,2.4,21.7,5.7,126.62,1
19-12-2019,IN,Kolkata,co,144,2.1,20.8,5.7,103.25,1
20-12-2019,IN,Kolkata,co,139,3.1,46.3,6.8,906.84,1
21-12-2019,IN,Kolkata,co,144,2.5,50.5,9.9,674.54,1
22-12-2019,IN,Kolkata,co,140,4.6,32.8,8.9,478.45,1
23-12-2019,IN,Kolkata,co,181,3.1,49,9.4,371.37,1
24-12-2019,IN,Kolkata,co,192,3.9,74.9,10.8,1787.98,1
25-12-2019,IN,Kolkata,co,182,1.9,73.9,13.2,2158.98,1
26-12-2019,IN,Kolkata,co,183,1.9,60.9,7.6,1435.82,1
27-12-2019,IN,Kolkata,co,190,1.8,44.6,6.6,655.81,1
28-12-2019,IN,Kolkata,co,168,3.9,51.1,8.4,933.78,1
29-12-2019,IN,Kolkata,co,181,2.3,59.3,6,1098.08,1
30-12-2019,IN,Kolkata,co,180,0.2,64.7,8.2,1871.68,1
